Orthogroup	Scenedesmus_NREL	Chlorella_KRBP
OG0000528	KAF6256013.1 thylakoid lumen protein [Scenedesmus sp. NREL 46B-D3], KAF6254288.1 hypothetical protein COO60DRAFT_1541995_ partial [Scenedesmus sp. NREL 46B-D3], KAF6254283.1 hypothetical protein COO60DRAFT_1541839_ partial [Scenedesmus sp. NREL 46B-D3], KAF6254282.1 CRAL-TRIO domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01011871.1_1755-3976
OG0000535	KAF6266655.1 kinesin family member 6 [Scenedesmus sp. NREL 46B-D3]	QAXK01008326.1_3715-2230
OG0000542	KAF6250385.1 SM/Sec1-family protein [Scenedesmus sp. NREL 46B-D3], KAF6256996.1 hypothetical protein COO60DRAFT_1526179 [Scenedesmus sp. NREL 46B-D3]	QAXK01007731.1_21245-25168
OG0000546	KAF6257944.1 Qa-snare protein_ Tlg2/Syntaxin16-family [Scenedesmus sp. NREL 46B-D3]	QAXK01003383.1_11610-10089
OG0000552	KAF6252042.1 peptidase S10_ serine carboxypeptidase [Scenedesmus sp. NREL 46B-D3]	QAXK01001452.1_4877-8338
OG0000565	KAF6250897.1 hypothetical protein COO60DRAFT_715515 [Scenedesmus sp. NREL 46B-D3], KAF6251047.1 3-dehydroquinate synthase-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6250896.1 3-dehydroquinate synthase [Scenedesmus sp. NREL 46B-D3], KAF6257116.1 hypothetical protein COO60DRAFT_40936 [Scenedesmus sp. NREL 46B-D3]	QAXK01012018.1_21-2846
OG0000572	KAF6264865.1 CREB-binding protein [Scenedesmus sp. NREL 46B-D3]	QAXK01002353.1_6519-15187
OG0000573	KAF6254941.1 hypothetical protein COO60DRAFT_1703082 [Scenedesmus sp. NREL 46B-D3], KAF6262029.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01003348.1_1486-6
OG0000577	KAF6257785.1 eukaryotic translation initiation factor 3f [Scenedesmus sp. NREL 46B-D3], KAF6258062.1 TLC ATP/ADP transporter-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01003132.1_5372-2862
OG0000585	KAF6253097.1 hypothetical protein COO60DRAFT_1703986 [Scenedesmus sp. NREL 46B-D3], KAF6259402.1 hypothetical protein COO60DRAFT_1513169 [Scenedesmus sp. NREL 46B-D3], KAF6259403.1 mitochondrial carrier domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01002652.1_31218-33264
OG0000586	KAF6254748.1 NMT1/THI5 like-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6254749.1 mitochondrial processing peptidase alpha subunit [Scenedesmus sp. NREL 46B-D3]	QAXK01001200.1_17606-19818
OG0000594	KAF6253931.1 hypothetical protein COO60DRAFT_1703593 [Scenedesmus sp. NREL 46B-D3], KAF6263985.1 hypothetical protein COO60DRAFT_1258405_ partial [Scenedesmus sp. NREL 46B-D3], KAF6261593.1 hypothetical protein COO60DRAFT_1459090 [Scenedesmus sp. NREL 46B-D3], KAF6252403.1 solute carrier protein [Scenedesmus sp. NREL 46B-D3]	QAXK01013585.1_2213-468
OG0000595	KAF6255346.1 small rab-related GTPase [Scenedesmus sp. NREL 46B-D3], KAF6253399.1 ras-related protein YPTC6 [Scenedesmus sp. NREL 46B-D3]	QAXK01010664.1_1473-417
OG0000611	KAF6260522.1 hypothetical protein COO60DRAFT_1294336 [Scenedesmus sp. NREL 46B-D3]	QAXK01011586.1_4054-3461
OG0000616	KAF6265002.1 hypothetical protein COO60DRAFT_1281606 [Scenedesmus sp. NREL 46B-D3]	QAXK01001265.1_8774-9883
OG0000618	KAF6251048.1 ribosomal protein S8 [Scenedesmus sp. NREL 46B-D3], KAF6250898.1 component of cytosolic 80S ribosome and 40S small subunit [Scenedesmus sp. NREL 46B-D3], KAF6256221.1 mitochondrial K+-H+ exchange-related-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01000835.1_1-309
OG0000626	KAF6250382.1 hypothetical protein COO60DRAFT_1706034 [Scenedesmus sp. NREL 46B-D3], KAF6262746.1 SDA1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01003230.1_4778-8012
OG0000635	KAF6252210.1 ribulose phosphate-3-epimerase chloroplast precursor [Scenedesmus sp. NREL 46B-D3], KAF6266665.1 Ribulose-phosphate 3-epimerase-like protein [Scenedesmus sp. NREL 46B-D3]	QAXK01004870.1_4878-5513
OG0000637	KAF6261646.1 hypothetical protein COO60DRAFT_1283019 [Scenedesmus sp. NREL 46B-D3], KAF6261640.1 acyl-CoA N-acyltransferase [Scenedesmus sp. NREL 46B-D3]	QAXK01001575.1_13855-13334
OG0000638	KAF6249193.1 iron-sulfur cluster assembly protein [Scenedesmus sp. NREL 46B-D3], KAF6265415.1 FAE1/Type III polyketide synthase-like protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01010124.1_10448-8669
OG0000649	KAF6254392.1 triose-phosphate transporter family-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6258687.1 diaminopimelate decarboxylase [Scenedesmus sp. NREL 46B-D3]	QAXK01000254.1_6101-3555
OG0000653	KAF6266722.1 aspartate semialdehyde dehydrogenase [Scenedesmus sp. NREL 46B-D3], KAF6258595.1 hypothetical protein COO60DRAFT_1101716 [Scenedesmus sp. NREL 46B-D3]	QAXK01000123.1_7289-10291
OG0000654	KAF6256078.1 Mur ligase [Scenedesmus sp. NREL 46B-D3], KAF6259155.1 hypothetical protein COO60DRAFT_1460310 [Scenedesmus sp. NREL 46B-D3]	QAXK01000799.1_92299-89512
OG0000660	KAF6256393.1 leucine-rich repeat family protein [Scenedesmus sp. NREL 46B-D3], KAF6266345.1 component of 80S ribosome and 40S small subunit [Scenedesmus sp. NREL 46B-D3], KAF6257922.1 hypothetical protein COO60DRAFT_1521190_ partial [Scenedesmus sp. NREL 46B-D3]	QAXK01014960.1_11495-10348
OG0000661	KAF6261306.1 hypothetical protein COO60DRAFT_1699870 [Scenedesmus sp. NREL 46B-D3]	QAXK01004242.1_3727-7707
OG0000662	KAF6249725.1 hypothetical protein COO60DRAFT_1706386 [Scenedesmus sp. NREL 46B-D3], KAF6256312.1 hypothetical protein COO60DRAFT_1627219 [Scenedesmus sp. NREL 46B-D3]	QAXK01000452.1_6301-4533
OG0000664	KAF6249780.1 hypothetical protein COO60DRAFT_1579329 [Scenedesmus sp. NREL 46B-D3], KAF6257804.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]	QAXK01015723.1_3192-4172
OG0000671	KAF6256769.1 hypothetical protein COO60DRAFT_1296048 [Scenedesmus sp. NREL 46B-D3], KAF6256768.1 RNA polymerase Rpc34 subunit-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01001535.1_15806-14316
OG0000676	KAF6262523.1 hypothetical protein COO60DRAFT_1495501 [Scenedesmus sp. NREL 46B-D3]	QAXK01015338.1_519-166
OG0000678	KAF6254309.1 E3 ubiquitin ligase [Scenedesmus sp. NREL 46B-D3], KAF6265082.1 Gar1/Naf1 RNA binding region-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01001500.1_1992-2978
OG0000679	KAF6264887.1 ribosomal protein L17 [Scenedesmus sp. NREL 46B-D3], KAF6264969.1 hypothetical protein COO60DRAFT_1694712_ partial [Scenedesmus sp. NREL 46B-D3]	QAXK01006881.1_8512-9541
OG0000688	KAF6250964.1 hypothetical protein COO60DRAFT_1678393 [Scenedesmus sp. NREL 46B-D3], KAF6257766.1 glycoside hydrolase superfamily [Scenedesmus sp. NREL 46B-D3]	QAXK01003305.1_27047-24211
OG0000689	KAF6261836.1 2-isopropylmalate synthase [Scenedesmus sp. NREL 46B-D3], KAF6259364.1 2-isopropylmalate synthase [Scenedesmus sp. NREL 46B-D3]	QAXK01001638.1_16082-13313
OG0000691	KAF6255696.1 NAD_P_-binding protein [Scenedesmus sp. NREL 46B-D3], KAF6263832.1 hypothetical protein COO60DRAFT_1751935 [Scenedesmus sp. NREL 46B-D3], KAF6250067.1 hypothetical protein COO60DRAFT_912483 [Scenedesmus sp. NREL 46B-D3]	QAXK01001186.1_10565-8532
OG0000693	KAF6259217.1 MRG-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6259714.1 dihydrouridine synthase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01008377.1_3630-1851
OG0000694	KAF6256705.1 hypothetical protein COO60DRAFT_1640499 [Scenedesmus sp. NREL 46B-D3], KAF6251786.1 hypothetical protein COO60DRAFT_584986 [Scenedesmus sp. NREL 46B-D3]	QAXK01012986.1_3546-2582
OG0000697	KAF6260566.1 hypothetical protein COO60DRAFT_884459 [Scenedesmus sp. NREL 46B-D3], KAF6255221.1 peptide deformylase [Scenedesmus sp. NREL 46B-D3]	QAXK01000899.1_15443-14285
OG0000704	KAF6253983.1 transmembrane protein 18-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01006701.1_1896-1296
OG0000730	KAF6256171.1 U4/U6 small nuclear ribonucleoprotein [Scenedesmus sp. NREL 46B-D3]	QAXK01001551.1_59690-63747
OG0000732	KAF6242159.1 transcription factor S-II_ central domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6242161.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6242162.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01003652.1_16558-15646
OG0000734	KAF6262490.1 hypothetical protein COO60DRAFT_1699221 [Scenedesmus sp. NREL 46B-D3]	QAXK01007307.1_6962-7960
OG0000735	KAF6259735.1 TBP-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01011105.1_8336-6488
OG0000747	KAF6264347.1 Qc-SNARE_ Tlg1/Syntaxin 6-family [Scenedesmus sp. NREL 46B-D3]	QAXK01006607.1_16309-17535
OG0000753	KAF6261754.1 succinate-CoA ligase beta chain [Scenedesmus sp. NREL 46B-D3], KAF6251499.1 succinate-CoA ligase beta chain [Scenedesmus sp. NREL 46B-D3], KAF6261753.1 succinate-CoA ligase beta chain [Scenedesmus sp. NREL 46B-D3], KAF6261752.1 succinate-CoA ligase beta chain [Scenedesmus sp. NREL 46B-D3]	QAXK01001647.1_3154-482
OG0000764	KAF6261803.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3], KAF6258457.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3], KAF6261802.1 ankyrin repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]	QAXK01005724.1_7661-4858
OG0000770	KAF6256742.1 galactose mutarotase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01003607.1_11324-13747
OG0000774	KAF6264870.1 protein-tyrosine phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6254095.1 protein-tyrosine phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6265393.1 hypothetical protein COO60DRAFT_1623981 [Scenedesmus sp. NREL 46B-D3]	QAXK01004825.1_8965-10753
OG0000777	KAF6263137.1 glyoxylase family protein [Scenedesmus sp. NREL 46B-D3]	QAXK01002948.1_4354-3157
OG0000778	KAF6252259.1 hypothetical protein COO60DRAFT_1297946 [Scenedesmus sp. NREL 46B-D3], KAF6250652.1 hypothetical protein COO60DRAFT_777883 [Scenedesmus sp. NREL 46B-D3]	QAXK01014006.1_1593-3302
OG0000782	KAF6255083.1 divergent PAP2 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6259465.1 divergent PAP2 family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01009651.1_2303-1712
OG0000784	KAF6258975.1 nucleotide-diphospho-sugar transferase [Scenedesmus sp. NREL 46B-D3]	QAXK01014689.1_5406-4708
OG0000786	KAF6263024.1 Fructosamine/Ketosamine-3-kinase [Scenedesmus sp. NREL 46B-D3]	QAXK01006828.1_9411-7696
OG0000788	KAF6263716.1 centrin-2-like protein [Scenedesmus sp. NREL 46B-D3], KAF6253416.1 hypothetical protein COO60DRAFT_421039 [Scenedesmus sp. NREL 46B-D3], KAF6264950.1 hypothetical protein COO60DRAFT_1457367 [Scenedesmus sp. NREL 46B-D3], KAF6253417.1 hypothetical protein COO60DRAFT_1546978 [Scenedesmus sp. NREL 46B-D3], KAF6253413.1 caltractin [Scenedesmus sp. NREL 46B-D3]	QAXK01010339.1_3422-4517
OG0000793	KAF6265964.1 RHD3/Sey1 [Scenedesmus sp. NREL 46B-D3], KAF6257729.1 BTB/POZ protein [Scenedesmus sp. NREL 46B-D3], KAF6265965.1 BTB/POZ protein [Scenedesmus sp. NREL 46B-D3]	QAXK01000249.1_22218-16975
OG0000799	KAF6253321.1 hypothetical protein COO60DRAFT_429579 [Scenedesmus sp. NREL 46B-D3]	QAXK01005565.1_18254-19052
OG0000818	KAF6236640.1 mitochondrial carrier protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01008587.1_153-1989
OG0000819	KAF6254870.1 hypothetical protein COO60DRAFT_1641961 [Scenedesmus sp. NREL 46B-D3]	QAXK01003572.1_15443-13865
OG0000827	KAF6266765.1 acetohydroxy acid isomeroreductase [Scenedesmus sp. NREL 46B-D3]	QAXK01003364.1_14418-18303
OG0000828	KAF6263531.1 protein required for cyt b6 assembly [Scenedesmus sp. NREL 46B-D3], KAF6259378.1 ribosomal protein L21-like protein [Scenedesmus sp. NREL 46B-D3]	QAXK01000782.1_20679-19905
OG0000830	KAF6263671.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01013271.1_12309-15183
OG0000838	KAF6263861.1 hypothetical protein COO60DRAFT_1624437 [Scenedesmus sp. NREL 46B-D3], KAF6260780.1 plastid division protein FtsZ2 [Scenedesmus sp. NREL 46B-D3], KAF6263141.1 hypothetical protein COO60DRAFT_1671815 [Scenedesmus sp. NREL 46B-D3]	QAXK01003718.1_1305-2104
OG0000856	KAF6261243.1 hypothetical protein COO60DRAFT_1502974 [Scenedesmus sp. NREL 46B-D3]	QAXK01018212.1_1235-2568
OG0000857	KAF6257329.1 HCO3 transporter family-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6257328.1 HCO3 transporter family-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6251213.1 DnaJ domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01003829.1_4453-4800
OG0000858	KAF6252976.1 peptidase M76 [Scenedesmus sp. NREL 46B-D3], KAF6263733.1 hypothetical protein COO60DRAFT_1634883 [Scenedesmus sp. NREL 46B-D3]	QAXK01000114.1_14115-13091
OG0000882	KAF6263127.1 hypothetical protein COO60DRAFT_1698911 [Scenedesmus sp. NREL 46B-D3], KAF6257330.1 nuclease_ Rad2 family [Scenedesmus sp. NREL 46B-D3]	QAXK01006249.1_4939-7634
OG0000890	KAF6255971.1 Hydantoinase B/oxoprolinase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01001134.1_10091-19430
OG0000898	KAF6251387.1 GNAT acetyltransferase 2-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6255647.1 GNAT acetyltransferase 2-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01003876.1_5991-120
OG0000899	KAF6256429.1 hypothetical protein COO60DRAFT_104562 [Scenedesmus sp. NREL 46B-D3]	QAXK01013989.1_346-4178
OG0000908	KAF6251464.1 iron-sulfur cluster assembly protein IscA [Scenedesmus sp. NREL 46B-D3], KAF6262851.1 iron-sulfur cluster assembly protein IscA [Scenedesmus sp. NREL 46B-D3]	QAXK01003972.1_3812-4471
OG0000925	KAF6256799.1 hypothetical protein COO60DRAFT_1702180 [Scenedesmus sp. NREL 46B-D3]	QAXK01005294.1_1798-325
OG0000926	KAF6262791.1 armadillo-type protein [Scenedesmus sp. NREL 46B-D3], KAF6262792.1 hypothetical protein COO60DRAFT_1635625 [Scenedesmus sp. NREL 46B-D3]	QAXK01006171.1_11343-179
OG0000932	KAF6260671.1 hypothetical protein COO60DRAFT_877155 [Scenedesmus sp. NREL 46B-D3], KAF6265463.1 hypothetical protein COO60DRAFT_1281356 [Scenedesmus sp. NREL 46B-D3]	QAXK01003666.1_997-2479
OG0000934	KAF6257880.1 nucleotide-diphospho-sugar transferase [Scenedesmus sp. NREL 46B-D3], KAF6265116.1 nucleotide-diphospho-sugar transferase [Scenedesmus sp. NREL 46B-D3]	QAXK01002301.1_12772-10269
OG0000936	KAF6256994.1 hypothetical protein COO60DRAFT_1702037 [Scenedesmus sp. NREL 46B-D3]	QAXK01016824.1_8642-5783
OG0000942	KAF6253100.1 ankyrin repeat-containing domain protein_ partial [Scenedesmus sp. NREL 46B-D3], KAF6253101.1 DHHC palmitoyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01000587.1_67122-65127
OG0000950	KAF6254110.1 glycosyl hydrolases family 2_ TIM barrel domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6254109.1 hypothetical protein COO60DRAFT_1703503 [Scenedesmus sp. NREL 46B-D3]	QAXK01002497.1_4221-184
OG0000953	KAF6260811.1 hypothetical protein COO60DRAFT_848775 [Scenedesmus sp. NREL 46B-D3], KAF6266627.1 COP9 signalosome complex subunit 2-like protein [Scenedesmus sp. NREL 46B-D3]	QAXK01003575.1_2283-197
OG0000971	KAF6261100.1 hypothetical protein COO60DRAFT_1682356 [Scenedesmus sp. NREL 46B-D3]	QAXK01002117.1_8261-6549
OG0000972	KAF6260857.1 NADH dehydrogenase flavo protein 1 [Scenedesmus sp. NREL 46B-D3]	QAXK01000705.1_20067-23668
OG0000974	KAF6260245.1 DEAD-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6242394.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	QAXK01004234.1_3012-6646
OG0000975	KAF6255827.1 hypothetical protein COO60DRAFT_1702652 [Scenedesmus sp. NREL 46B-D3], KAF6256258.1 hypothetical protein COO60DRAFT_1530236 [Scenedesmus sp. NREL 46B-D3]	QAXK01000204.1_17480-21863
OG0000993	KAF6262860.1 argininosuccinate synthase [Scenedesmus sp. NREL 46B-D3], KAF6262858.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	QAXK01000283.1_5726-3204
OG0001052	KAF6255334.1 hypothetical protein COO60DRAFT_226811 [Scenedesmus sp. NREL 46B-D3]	QAXK01004375.1_5952-7899
OG0001054	KAF6251457.1 mitochondrial substrate carrier protein [Scenedesmus sp. NREL 46B-D3], KAF6251459.1 mitochondrial substrate carrier_ partial [Scenedesmus sp. NREL 46B-D3], KAF6237335.1 mitochondrial substrate carrier protein [Scenedesmus sp. NREL 46B-D3]	QAXK01011306.1_4473-2613
OG0001058	KAF6251942.1 hypothetical protein COO60DRAFT_1556043 [Scenedesmus sp. NREL 46B-D3]	QAXK01006232.1_3779-3289
OG0001060	KAF6258226.1 nuclear RNA helicase-like protein Bat1 [Scenedesmus sp. NREL 46B-D3]	QAXK01001037.1_5070-1976
OG0001061	KAF6259710.1 ribosomal protein S3Ae [Scenedesmus sp. NREL 46B-D3], KAF6259709.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01005753.1_2076-3799
OG0001062	KAF6258240.1 component of IIS longevity pathway SMK-1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01000341.1_1318-5933
OG0001063	KAF6254566.1 selenide_ water dikinase [Scenedesmus sp. NREL 46B-D3]	QAXK01005942.1_10013-5629
OG0001064	KAF6254616.1 signal peptide peptidase-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6260106.1 signal peptide peptidase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01004812.1_12403-13506
OG0001072	KAF6264611.1 hypothetical protein COO60DRAFT_73335 [Scenedesmus sp. NREL 46B-D3], KAF6264612.1 NUC121 domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01000429.1_50912-41458
OG0001074	KAF6257969.1 S-adenosyl-L-methionine synthetase [Scenedesmus sp. NREL 46B-D3], KAF6261472.1 S-adenosylmethionine synthase [Scenedesmus sp. NREL 46B-D3]	QAXK01000217.1_8076-10531
OG0001079	KAF6257385.1 fumble-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6257411.1 fumble-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01000446.1_57156-52957
OG0001082	KAF6260362.1 hypothetical protein COO60DRAFT_900351 [Scenedesmus sp. NREL 46B-D3], KAF6260361.1 ATP synthase [Scenedesmus sp. NREL 46B-D3]	QAXK01005854.1_4720-5401
OG0001088	KAF6262745.1 ribosomal protein L18A component of cytosolic 80S ribosome and 60S large subunit [Scenedesmus sp. NREL 46B-D3]	QAXK01002175.1_7346-5749
OG0001094	KAF6266742.1 hypothetical protein COO60DRAFT_11231 [Scenedesmus sp. NREL 46B-D3], KAF6266747.1 putative galactose kinase [Scenedesmus sp. NREL 46B-D3]	QAXK01001089.1_6956-8023
OG0001095	KAF6261468.1 hypothetical protein COO60DRAFT_774232 [Scenedesmus sp. NREL 46B-D3], KAF6261490.1 eukaryotic translation initiation factor 5 [Scenedesmus sp. NREL 46B-D3]	QAXK01000217.1_13973-11099
OG0001096	KAF6253902.1 putative MND1 domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01005613.1_12658-11106
OG0001099	KAF6253922.1 DNA-directed RNA polymerase II_ 36 kDa polypeptide [Scenedesmus sp. NREL 46B-D3]	QAXK01001823.1_3618-2631
OG0001101	KAF6253322.1 eukaryotic translation initiation factor 3_ subunit 7 [Scenedesmus sp. NREL 46B-D3]	QAXK01003836.1_8909-3187
OG0001103	KAF6252463.1 EMP/nonaspanin domain family protein [Scenedesmus sp. NREL 46B-D3], KAF6263028.1 EMP/nonaspanin domain family protein [Scenedesmus sp. NREL 46B-D3]	QAXK01003163.1_8178-11099
OG0001105	KAF6265837.1 hypothetical protein COO60DRAFT_1266128 [Scenedesmus sp. NREL 46B-D3]	QAXK01006902.1_4861-6562
OG0001120	KAF6258950.1 RNA polymerase subunit [Scenedesmus sp. NREL 46B-D3], KAF6255074.1 DNA-directed RNA polymerase [Scenedesmus sp. NREL 46B-D3]	QAXK01002607.1_494-808
OG0001122	KAF6260581.1 armadillo-type protein [Scenedesmus sp. NREL 46B-D3]	QAXK01010311.1_2932-555
OG0001123	KAF6264690.1 pre-mRNA splicing factor component-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01007750.1_2281-4745
OG0001133	KAF6254630.1 translation elongation factor_ mitochondrial [Scenedesmus sp. NREL 46B-D3]	QAXK01006196.1_4390-1589
OG0001143	KAF6259029.1 hypothetical protein COO60DRAFT_1062256 [Scenedesmus sp. NREL 46B-D3], KAF6259027.1 hypothetical protein COO60DRAFT_1515824 [Scenedesmus sp. NREL 46B-D3]	QAXK01003700.1_2979-9653
OG0001144	KAF6262497.1 autophagy protein [Scenedesmus sp. NREL 46B-D3], KAF6262496.1 Metalloenzyme_ LuxS/M16 peptidase-like protein [Scenedesmus sp. NREL 46B-D3]	QAXK01003900.1_2413-4929
OG0001154	KAF6265118.1 hypothetical protein COO60DRAFT_1116131 [Scenedesmus sp. NREL 46B-D3]	QAXK01011150.1_3959-2216
OG0001156	KAF6260396.1 hypothetical protein COO60DRAFT_1294458 [Scenedesmus sp. NREL 46B-D3], KAF6260398.1 hypothetical protein COO60DRAFT_901873 [Scenedesmus sp. NREL 46B-D3]	QAXK01018601.1_3296-410
OG0001158	KAF6252610.1 sulfite reductase [Scenedesmus sp. NREL 46B-D3]	QAXK01006945.1_6596-10279
OG0001161	KAF6262163.1 hypothetical protein COO60DRAFT_1699448 [Scenedesmus sp. NREL 46B-D3], KAF6255364.1 hypothetical protein COO60DRAFT_215195 [Scenedesmus sp. NREL 46B-D3], KAF6262164.1 hypothetical protein COO60DRAFT_1497567 [Scenedesmus sp. NREL 46B-D3], KAF6240404.1 hypothetical protein COO60DRAFT_339150 [Scenedesmus sp. NREL 46B-D3]	QAXK01004407.1_7887-8977
OG0001166	KAF6253380.1 hypothetical protein COO60DRAFT_1547236 [Scenedesmus sp. NREL 46B-D3], KAF6260140.1 hypothetical protein COO60DRAFT_1470735 [Scenedesmus sp. NREL 46B-D3], KAF6260136.1 glycoside hydrolase superfamily_ partial [Scenedesmus sp. NREL 46B-D3], KAF6260138.1 pyruvate kinase [Scenedesmus sp. NREL 46B-D3]	QAXK01009825.1_846-2644
OG0001171	KAF6254968.1 translation initiation factor eIF-2B subunit delta-like protein [Scenedesmus sp. NREL 46B-D3], KAF6254967.1 sarcaleumin-like protein [Scenedesmus sp. NREL 46B-D3]	QAXK01006983.1_10356-12388
OG0001176	KAF6248527.1 hypothetical protein COO60DRAFT_1706973 [Scenedesmus sp. NREL 46B-D3], KAF6255651.1 hypothetical protein COO60DRAFT_1296524 [Scenedesmus sp. NREL 46B-D3]	QAXK01004323.1_8147-5874
OG0001180	KAF6253376.1 ATP synthase subunit D-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	QAXK01019295.1_3574-2070
OG0001194	KAF6261184.1 succinate dehydrogenase subunit A [Scenedesmus sp. NREL 46B-D3], KAF6258167.1 succinate dehydrogenase subunit A [Scenedesmus sp. NREL 46B-D3]	QAXK01001649.1_8862-4505
OG0001201	KAF6255869.1 thiamine diphosphate-binding protein [Scenedesmus sp. NREL 46B-D3]	QAXK01000596.1_10252-6748
OG0001208	KAF6261670.1 hypothetical protein COO60DRAFT_1500678 [Scenedesmus sp. NREL 46B-D3]	QAXK01012769.1_10100-9091
OG0001212	KAF6251429.1 hypothetical protein COO60DRAFT_1287543 [Scenedesmus sp. NREL 46B-D3], KAF6250874.1 hypothetical protein COO60DRAFT_1705296 [Scenedesmus sp. NREL 46B-D3], KAF6250872.1 hypothetical protein COO60DRAFT_1565983 [Scenedesmus sp. NREL 46B-D3], KAF6251430.1 hypothetical protein COO60DRAFT_1560018 [Scenedesmus sp. NREL 46B-D3]	QAXK01005236.1_15612-13478
OG0001214	KAF6260089.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	QAXK01012739.1_10679-8642
OG0001216	KAF6256483.1 CRAL-TRIO domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6256482.1 hypothetical protein COO60DRAFT_1528798 [Scenedesmus sp. NREL 46B-D3]	QAXK01001490.1_17280-15927
OG0001219	KAF6259011.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	QAXK01008035.1_3747-6912
OG0001221	KAF6251783.1 t-SNARE [Scenedesmus sp. NREL 46B-D3]	QAXK01001061.1_17190-18239
OG0001223	KAF6265057.1 hypothetical protein COO60DRAFT_1697935 [Scenedesmus sp. NREL 46B-D3]	QAXK01005846.1_3896-588
OG0001225	KAF6265158.1 component of cytosolic 80S ribosome and 60S large subunit [Scenedesmus sp. NREL 46B-D3]	QAXK01000732.1_2978-2655
OG0001229	KAF6262332.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]	QAXK01016063.1_5569-3270
OG0001231	KAF6255898.1 GTP-binding protein YPTC5_ partial [Scenedesmus sp. NREL 46B-D3], KAF6259889.1 hypothetical protein COO60DRAFT_1700630 [Scenedesmus sp. NREL 46B-D3]	QAXK01000362.1_21408-20438
OG0001236	KAF6254877.1 dihydrolipoyl dehydrogenase [Scenedesmus sp. NREL 46B-D3]	QAXK01000513.1_15183-11736
OG0001242	KAF6259290.1 hypothetical protein COO60DRAFT_1294910 [Scenedesmus sp. NREL 46B-D3]	QAXK01004645.1_1487-5075
