Orthogroup	Micractinium_SAG24180	Chlorella_Vulgaris2111P
OG0000090	PSC75874.1 serine acetyltransferase [Micractinium conductrix]	KAI3428724.1 hypothetical protein D9Q98_007548 [Chlorella vulgaris]
OG0000090	PSC73471.1 serine acetyltransferase 2 [Micractinium conductrix]	KAI3432387.1 hypothetical protein D9Q98_003943 [Chlorella vulgaris]
OG0000090	PSC74834.1 serine acetyltransferase [Micractinium conductrix]	KAI3428725.1 hypothetical protein D9Q98_007549 [Chlorella vulgaris]
OG0000090	PSC73382.1 S-adenosyl-L-methionine-dependent methyltransferase [Micractinium conductrix]	KAI3432388.1 hypothetical protein D9Q98_003944 [Chlorella vulgaris]
OG0000091	PSC68154.1 serine threonine-phosphatase 2A catalytic subunit beta isoform [Micractinium conductrix]	KAI3429373.1 hypothetical protein D9Q98_005468 [Chlorella vulgaris]
OG0000091	PSC68812.1 phytochrome-associated serine threonine-phosphatase 3-like [Micractinium conductrix], PSC74604.1 serine threonine phosphatase 2A [Micractinium conductrix]	KAI3434562.1 hypothetical protein D9Q98_002635 [Chlorella vulgaris]
OG0000092	PSC71324.1 Uric acid-xanthine permease [Micractinium conductrix]	KAI3431715.1 hypothetical protein D9Q98_004759 [Chlorella vulgaris]
OG0000092	PSC73164.1 Uric acid-xanthine permease [Micractinium conductrix]	KAI3437791.1 hypothetical protein D9Q98_000238 [Chlorella vulgaris]
OG0000092	PSC68687.1 Uric acid-xanthine permease isoform A [Micractinium conductrix], PSC68688.1 Uric acid-xanthine permease isoform B [Micractinium conductrix]	KAI3429492.1 hypothetical protein D9Q98_005581 [Chlorella vulgaris]
OG0000093	PSC69102.1 ubiquitin carboxyl-terminal hydrolase-related [Micractinium conductrix], PSC69177.1 Inactive ubiquitin carboxyl-terminal hydrolase 54 [Micractinium conductrix], PSC69089.1 ubiquitin carboxyl-terminal hydrolase-related [Micractinium conductrix], PSC69183.1 Inactive ubiquitin carboxyl-terminal hydrolase 54 [Micractinium conductrix], PSC69181.1 ubiquitin carboxyl-terminal hydrolase [Micractinium conductrix], PSC69129.1 hypothetical protein C2E20_7288 [Micractinium conductrix]	KAI3434593.1 hypothetical protein D9Q98_002662 [Chlorella vulgaris]
OG0000095	PSC73930.1 U3 small nucleolar RNA-associated 25 [Micractinium conductrix]	KAI3438528.1 hypothetical protein D9Q98_000956 [Chlorella vulgaris]
OG0000095	PSC75641.1 carotene isomerase [Micractinium conductrix]	KAI3428704.1 hypothetical protein D9Q98_007528 [Chlorella vulgaris]
OG0000095	PSC69857.1 carotene isomerase [Micractinium conductrix]	KAI3428469.1 hypothetical protein D9Q98_007294 [Chlorella vulgaris]
OG0000096	PSC68384.1 ATP-binding cassette sub-family B member mitochondrial [Micractinium conductrix]	KAI3435788.1 hypothetical protein D9Q98_001846 [Chlorella vulgaris]
OG0000096	PSC71845.1 serine threonine kinase [Micractinium conductrix]	KAI3430797.1 hypothetical protein D9Q98_009209 [Chlorella vulgaris]
OG0000096	PSC71777.1 ATP-binding cassette sub-family B member mitochondrial [Micractinium conductrix]	KAI3430799.1 hypothetical protein D9Q98_009211 [Chlorella vulgaris]
OG0000097	PSC76362.1 DUF3456 domain [Micractinium conductrix], PSC76262.1 DUF3456 domain [Micractinium conductrix]	KAI3436175.1 hypothetical protein D9Q98_002230 [Chlorella vulgaris]
OG0000098	PSC70533.1 malate mitochondrial isoform B [Micractinium conductrix], PSC70532.1 malate mitochondrial isoform A [Micractinium conductrix]	KAI3432628.1 hypothetical protein D9Q98_004174 [Chlorella vulgaris]
OG0000098	PSC72606.1 Malate glyoxysomal [Micractinium conductrix]	KAI3435570.1 hypothetical protein D9Q98_001635 [Chlorella vulgaris]
OG0000099	PSC71286.1 Endoglucanase A [Micractinium conductrix], PSC71377.1 Endoglucanase A [Micractinium conductrix]	KAI3430666.1 hypothetical protein D9Q98_005258 [Chlorella vulgaris]
OG0000099	PSC67746.1 endo-beta-1_4-glucanase 1 [Micractinium conductrix]	KAI3427940.1 hypothetical protein D9Q98_006330 [Chlorella vulgaris]
OG0000099	PSC71291.1 helicase-like transcription factor [Micractinium conductrix]	KAI3435873.1 hypothetical protein D9Q98_001931 [Chlorella vulgaris]
OG0000100	PSC74001.1 chaperonin 60A [Micractinium conductrix]	KAI3432569.1 hypothetical protein D9Q98_004118 [Chlorella vulgaris]
OG0000100	PSC70609.1 chaperonin 60B2 [Micractinium conductrix]	KAI3432618.1 hypothetical protein D9Q98_004164 [Chlorella vulgaris]
OG0000101	PSC73384.1 ATP-dependent Clp protease ATP-binding subunit clpA-like protein chloroplastic-like [Micractinium conductrix]	KAI3432837.1 hypothetical protein D9Q98_010421 [Chlorella vulgaris]
OG0000101	PSC76879.1 Alpha-galactosidase [Micractinium conductrix]	KAI3436066.1 hypothetical protein D9Q98_002124 [Chlorella vulgaris]
OG0000101	PSC72295.1 ATP-dependent Clp protease ATP-binding subunit [Micractinium conductrix]	KAI3438148.1 hypothetical protein D9Q98_000589 [Chlorella vulgaris]
OG0000102	PSC70556.1 ferredoxin-dependent glutamate synthase [Micractinium conductrix]	KAI3428153.1 hypothetical protein D9Q98_006537 [Chlorella vulgaris]
OG0000102	PSC68918.1 glutamate synthase 1 [NADH] chloroplastic isoform X1 [Micractinium conductrix]	KAI3429699.1 hypothetical protein D9Q98_005784 [Chlorella vulgaris]
OG0000103	PSC73870.1 fruiting body Sc7 [Micractinium conductrix]	KAI3436738.1 hypothetical protein D9Q98_006153 [Chlorella vulgaris]
OG0000103	PSC71503.1 PR-1 [Micractinium conductrix]	KAI3426054.1 hypothetical protein D9Q98_008022 [Chlorella vulgaris]
OG0000104	PSC68898.1 Calvin cycle CP12_ partial [Micractinium conductrix], PSC74899.1 Far upstream element-binding 2 [Micractinium conductrix], PSC67054.1 Calvin cycle CP12 [Micractinium conductrix]	KAI3433611.1 hypothetical protein D9Q98_003420 [Chlorella vulgaris]
OG0000104	PSC75067.1 hypothetical protein C2E20_1711 [Micractinium conductrix]	KAI3433600.1 hypothetical protein D9Q98_003410 [Chlorella vulgaris]
OG0000104	PSC68833.1 hypothetical protein C2E20_7622 [Micractinium conductrix]	KAI3433618.1 hypothetical protein D9Q98_003427 [Chlorella vulgaris]
OG0000105	PSC73956.1 flagellar outer dynein arm heavy chain gamma [Micractinium conductrix]	KAI3432720.1 hypothetical protein D9Q98_004263 [Chlorella vulgaris], KAI3432721.1 hypothetical protein D9Q98_004263 [Chlorella vulgaris]
OG0000105	PSC71616.1 flagellar inner arm dynein 1 heavy chain alpha [Micractinium conductrix]	KAI3428256.1 hypothetical protein D9Q98_006635 [Chlorella vulgaris]
OG0000106	PSC74817.1 Galactose mutarotase [Micractinium conductrix], PSC67689.1 galactose mutarotase [Micractinium conductrix]	KAI3429252.1 hypothetical protein D9Q98_005349 [Chlorella vulgaris]
OG0000106	PSC75034.1 Squalene synthase [Micractinium conductrix]	KAI3429253.1 hypothetical protein D9Q98_005350 [Chlorella vulgaris]
OG0000107	PSC73138.1 hypothetical protein C2E20_3704 [Micractinium conductrix]	KAI3434709.1 hypothetical protein D9Q98_002770 [Chlorella vulgaris]
OG0000108	PSC76689.1 hypothetical protein C2E20_0915 [Micractinium conductrix]	KAI3424209.1 hypothetical protein D9Q98_009565 [Chlorella vulgaris]
OG0000108	PSC70148.1 histone H5 isoform X1 [Micractinium conductrix]	KAI3426015.1 hypothetical protein D9Q98_007983 [Chlorella vulgaris]
OG0000111	PSC74536.1 Cell surface [Micractinium conductrix]	KAI3436013.1 hypothetical protein D9Q98_002070 [Chlorella vulgaris], KAI3436010.1 hypothetical protein D9Q98_002067 [Chlorella vulgaris], KAI3426367.1 hypothetical protein D9Q98_008739 [Chlorella vulgaris]
OG0000111	PSC71031.1 Cell surface [Micractinium conductrix]	KAI3436012.1 hypothetical protein D9Q98_002069 [Chlorella vulgaris]
OG0000112	PSC72570.1 Prolyl 4-hydroxylase subunit alpha-1 isoform B [Micractinium conductrix], PSC72571.1 Prolyl 4-hydroxylase subunit alpha-1 isoform A [Micractinium conductrix]	KAI3428055.1 hypothetical protein D9Q98_006440 [Chlorella vulgaris]
OG0000112	PSC72823.1 Prolyl 4-hydroxylase subunit alpha-1 [Micractinium conductrix]	KAI3436521.1 hypothetical protein D9Q98_005938 [Chlorella vulgaris]
OG0000112	PSC75137.1 putative prolyl 4-hydroxylase 4 isoform B [Micractinium conductrix], PSC75136.1 putative prolyl 4-hydroxylase 4 isoform A [Micractinium conductrix]	KAI3433947.1 hypothetical protein D9Q98_003749 [Chlorella vulgaris]
OG0000112	PSC72973.1 putative prolyl 4-hydroxylase 6 [Micractinium conductrix]	KAI3430462.1 hypothetical protein D9Q98_005057 [Chlorella vulgaris]
OG0000113	PSC75625.1 transmembrane amino acid transporter [Micractinium conductrix]	KAI3423900.1 hypothetical protein D9Q98_009734 [Chlorella vulgaris]
OG0000114	PSC71405.1 zinc phosphodiesterase ELAC 2-like [Micractinium conductrix]	KAI3435626.1 hypothetical protein D9Q98_001686 [Chlorella vulgaris]
OG0000114	PSC68055.1 Zinc phosphodiesterase ELAC 2 isoform B [Micractinium conductrix], PSC68054.1 Zinc phosphodiesterase ELAC 2 isoform A [Micractinium conductrix]	KAI3426475.1 hypothetical protein D9Q98_008841 [Chlorella vulgaris]
OG0000114	PSC71237.1 5_10-methylenetetrahydrofolate reductase [Micractinium conductrix]	KAI3435627.1 hypothetical protein D9Q98_001687 [Chlorella vulgaris]
OG0000115	PSC69941.1 histone deacetylase [Micractinium conductrix]	KAI3428425.1 hypothetical protein D9Q98_007252 [Chlorella vulgaris]
OG0000115	PSC76205.1 histone deacetylase 9 isoform X1 [Micractinium conductrix]	KAI3437633.1 hypothetical protein D9Q98_000085 [Chlorella vulgaris]
OG0000115	PSC69949.1 histone deacetylase Rpd3 [Micractinium conductrix]	KAI3428482.1 hypothetical protein D9Q98_007307 [Chlorella vulgaris]
OG0000116	PSC70743.1 chloroplast precursor [Micractinium conductrix]	KAI3437889.1 hypothetical protein D9Q98_000334 [Chlorella vulgaris]
OG0000116	PSC70124.1 chloroplast precursor [Micractinium conductrix]	KAI3430347.1 hypothetical protein D9Q98_004942 [Chlorella vulgaris]
OG0000117	PSC76960.1 _1-3_-beta-glucanase [Micractinium conductrix]	KAI3438532.1 hypothetical protein D9Q98_000960 [Chlorella vulgaris], KAI3430566.1 hypothetical protein D9Q98_005159 [Chlorella vulgaris]
OG0000117	PSC74883.1 _1-3_-beta-glucanase [Micractinium conductrix]	KAI3429548.1 hypothetical protein D9Q98_005636 [Chlorella vulgaris]
OG0000118	PSC75032.1 MORN repeat-containing 1 [Micractinium conductrix]	KAI3425374.1 hypothetical protein D9Q98_009138 [Chlorella vulgaris]
OG0000118	PSC74938.1 Exosome complex component RRP42 isoform C [Micractinium conductrix], PSC74937.1 Exosome complex component RRP42 isoform A [Micractinium conductrix], PSC74936.1 Exosome complex component RRP42 isoform B [Micractinium conductrix]	KAI3425355.1 hypothetical protein D9Q98_009119 [Chlorella vulgaris], KAI3425363.1 hypothetical protein D9Q98_009127 [Chlorella vulgaris]
OG0000119	PSC68964.1 putative pre-mRNA-splicing factor ATP-dependent RNA helicase [Micractinium conductrix]	KAI3429705.1 hypothetical protein D9Q98_005790 [Chlorella vulgaris]
OG0000119	PSC75817.1 putative pre-mRNA-splicing factor ATP-dependent RNA helicase [Micractinium conductrix]	KAI3436603.1 hypothetical protein D9Q98_006020 [Chlorella vulgaris]
OG0000119	PSC75579.1 pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 [Micractinium conductrix]	KAI3439103.1 hypothetical protein D9Q98_001512 [Chlorella vulgaris]
OG0000120	PSC72357.1 translocase subunit chloroplastic [Micractinium conductrix]	KAI3428100.1 hypothetical protein D9Q98_006483 [Chlorella vulgaris]
OG0000121	PSC75292.1 Pheophorbide a oxygenase [Micractinium conductrix]	KAI3433934.1 hypothetical protein D9Q98_003736 [Chlorella vulgaris]
OG0000124	PSC70447.1 dnaJ-like protein subfamily B member 1-like [Micractinium conductrix]	KAI3426215.1 hypothetical protein D9Q98_008591 [Chlorella vulgaris]
OG0000124	PSC73411.1 dnaJ-like protein subfamily B member 1 isoform A [Micractinium conductrix], PSC73412.1 dnaJ-like protein subfamily B member 1 isoform B [Micractinium conductrix]	KAI3429239.1 hypothetical protein D9Q98_005338 [Chlorella vulgaris]
OG0000125	PSC74895.1 hypothetical protein C2E20_1800 [Micractinium conductrix]	KAI3425371.1 hypothetical protein D9Q98_009135 [Chlorella vulgaris]
OG0000125	PSC75196.1 Helicase sen1 [Micractinium conductrix]	KAI3425364.1 hypothetical protein D9Q98_009128 [Chlorella vulgaris]
OG0000126	PSC71573.1 pollen-specific SF21-like [Micractinium conductrix]	KAI3436798.1 hypothetical protein D9Q98_006208 [Chlorella vulgaris]
OG0000126	PSC74099.1 sulfolipid synthase [Micractinium conductrix]	KAI3432596.1 hypothetical protein D9Q98_004144 [Chlorella vulgaris]
OG0000127	PSC73077.1 alpha beta-hydrolase [Micractinium conductrix]	KAI3434819.1 hypothetical protein D9Q98_002876 [Chlorella vulgaris]
OG0000127	PSC68464.1 GPI inositol-deacylase PGAP1-like isoform A [Micractinium conductrix], PSC68465.1 GPI inositol-deacylase PGAP1-like isoform B [Micractinium conductrix], PSC68432.1 GPI inositol-deacylase PGAP1-like [Micractinium conductrix]	KAI3429352.1 hypothetical protein D9Q98_005447 [Chlorella vulgaris]
OG0000128	PSC69883.1 obg-like ATPase 1 [Micractinium conductrix]	KAI3428500.1 hypothetical protein D9Q98_007324 [Chlorella vulgaris]
OG0000128	PSC76415.1 cysteine protease atg4b [Micractinium conductrix]	KAI3434857.1 hypothetical protein D9Q98_002911 [Chlorella vulgaris]
OG0000128	PSC75412.1 ribonuclease [Micractinium conductrix]	KAI3438663.1 hypothetical protein D9Q98_001084 [Chlorella vulgaris]
OG0000129	PSC74384.1 P-loop containing nucleoside triphosphate hydrolase isoform A [Micractinium conductrix], PSC74385.1 P-loop containing nucleoside triphosphate hydrolase isoform B [Micractinium conductrix]	KAI3424313.1 hypothetical protein D9Q98_009866 [Chlorella vulgaris], KAI3436016.1 hypothetical protein D9Q98_002073 [Chlorella vulgaris]
OG0000130	PSC68632.1 Protease Do-like 9 [Micractinium conductrix]	KAI3429669.1 hypothetical protein D9Q98_005754 [Chlorella vulgaris]
OG0000130	PSC72431.1 Protease Do-like 9 isoform A [Micractinium conductrix], PSC72432.1 Protease Do-like 9 isoform B [Micractinium conductrix]	KAI3428071.1 hypothetical protein D9Q98_006455 [Chlorella vulgaris]
OG0000130	PSC74876.1 Protease Do-like 9 [Micractinium conductrix]	KAI3425315.1 hypothetical protein D9Q98_009080 [Chlorella vulgaris]
OG0000131	PSC70780.1 zygote specific ZYS1 isoform A [Micractinium conductrix], PSC70781.1 zygote specific ZYS1 isoform B [Micractinium conductrix]	KAI3437874.1 hypothetical protein D9Q98_000320 [Chlorella vulgaris]
OG0000131	PSC70702.1 Bromodomain adjacent to zinc finger domain 2A [Micractinium conductrix]	KAI3437873.1 hypothetical protein D9Q98_000319 [Chlorella vulgaris]
OG0000132	PSC77023.1 Stigma-specific Stig1 [Micractinium conductrix]	KAI3430540.1 hypothetical protein D9Q98_005133 [Chlorella vulgaris]
OG0000132	PSC74037.1 hypothetical protein C2E20_2624 [Micractinium conductrix]	KAI3424203.1 hypothetical protein D9Q98_009559 [Chlorella vulgaris]
OG0000132	PSC70804.1 Zinc finger CCCH domain-containing [Micractinium conductrix]	KAI3437838.1 hypothetical protein D9Q98_000284 [Chlorella vulgaris]
OG0000133	PSC67309.1 putative aarF domain-containing kinase chloroplastic [Micractinium conductrix]	KAI3430640.1 hypothetical protein D9Q98_005233 [Chlorella vulgaris]
OG0000133	PSC76669.1 ABC-1-like kinase [Micractinium conductrix]	KAI3423978.1 hypothetical protein D9Q98_009811 [Chlorella vulgaris], KAI3423977.1 hypothetical protein D9Q98_009811 [Chlorella vulgaris]
OG0000134	PSC73977.1 synaptotagmin-2-like isoform X1 [Micractinium conductrix]	KAI3424180.1 hypothetical protein D9Q98_009539 [Chlorella vulgaris]
OG0000135	PSC67310.1 spastin [Micractinium conductrix]	KAI3425290.1 hypothetical protein D9Q98_009057 [Chlorella vulgaris]
OG0000135	PSC76075.1 fidgetin 1 [Micractinium conductrix]	KAI3438833.1 hypothetical protein D9Q98_001250 [Chlorella vulgaris], KAI3438834.1 hypothetical protein D9Q98_001251 [Chlorella vulgaris]
OG0000137	PSC74076.1 E3 ubiquitin-ligase RNF185 isoform X1 [Micractinium conductrix]	KAI3429801.1 hypothetical protein D9Q98_010114 [Chlorella vulgaris]
OG0000137	PSC70297.1 bifunctional apoptosis regulator [Micractinium conductrix]	KAI3430245.1 hypothetical protein D9Q98_004841 [Chlorella vulgaris]
OG0000138	PSC75690.1 transmembrane protease serine 6 [Micractinium conductrix]	KAI3439042.1 hypothetical protein D9Q98_001452 [Chlorella vulgaris]
OG0000138	PSC68222.1 trypsin isoform B [Micractinium conductrix], PSC68221.1 trypsin isoform A [Micractinium conductrix]	KAI3436686.1 hypothetical protein D9Q98_006101 [Chlorella vulgaris], KAI3424766.1 hypothetical protein D9Q98_008154 [Chlorella vulgaris], KAI3424772.1 hypothetical protein D9Q98_008160 [Chlorella vulgaris]
OG0000141	PSC67662.1 barwin-like endoglucanase [Micractinium conductrix]	KAI3431537.1 hypothetical protein D9Q98_004587 [Chlorella vulgaris]
OG0000142	PSC75719.1 pathogenesis-related genes transcriptional activator [Micractinium conductrix]	KAI3428770.1 hypothetical protein D9Q98_007591 [Chlorella vulgaris]
OG0000143	PSC71931.1 putative purple acid phosphatase 20 [Micractinium conductrix]	KAI3431309.1 hypothetical protein D9Q98_004368 [Chlorella vulgaris]
OG0000144	PSC74663.1 Ethylene-responsive transcription factor RAP2-3 [Micractinium conductrix]	KAI3424324.1 hypothetical protein D9Q98_009877 [Chlorella vulgaris]
OG0000144	PSC74389.1 ethylene-responsive transcription factor RAP2-12-like isoform X2 [Micractinium conductrix]	KAI3434516.1 hypothetical protein D9Q98_002589 [Chlorella vulgaris]
OG0000144	PSC73860.1 ethylene-responsive transcription factor ESR2-like [Micractinium conductrix]	KAI3427274.1 hypothetical protein D9Q98_007206 [Chlorella vulgaris]
OG0000145	PSC70002.1 hypothetical protein C2E20_6489 [Micractinium conductrix], PSC69373.1 hypothetical protein C2E20_7087 [Micractinium conductrix]	KAI3430890.1 hypothetical protein D9Q98_009299 [Chlorella vulgaris], KAI3425079.1 hypothetical protein D9Q98_008457 [Chlorella vulgaris]
OG0000146	PSC75938.1 acetyl-synthetase [Micractinium conductrix]	KAI3427070.1 hypothetical protein D9Q98_007010 [Chlorella vulgaris]
OG0000146	PSC74925.1 long chain acyl-synthetase 4-like [Micractinium conductrix]	KAI3429472.1 hypothetical protein D9Q98_005564 [Chlorella vulgaris]
OG0000147	PSC75647.1 Triacylglycerol lipase SDP1 [Micractinium conductrix]	KAI3427163.1 hypothetical protein D9Q98_007100 [Chlorella vulgaris]
OG0000147	PSC72827.1 Triacylglycerol lipase SDP1 [Micractinium conductrix]	KAI3428163.1 hypothetical protein D9Q98_006545 [Chlorella vulgaris]
OG0000147	PSC75942.1 Triacylglycerol lipase SDP1 isoform C [Micractinium conductrix], PSC75940.1 Triacylglycerol lipase SDP1 isoform B [Micractinium conductrix], PSC75941.1 Triacylglycerol lipase SDP1 isoform A [Micractinium conductrix]	KAI3427004.1 hypothetical protein D9Q98_006948 [Chlorella vulgaris], KAI3427005.1 hypothetical protein D9Q98_006948 [Chlorella vulgaris]
OG0000148	PSC73408.1 cytochrome P450 isoform B [Micractinium conductrix], PSC73407.1 cytochrome P450 isoform A [Micractinium conductrix]	KAI3431578.1 hypothetical protein D9Q98_004628 [Chlorella vulgaris]
OG0000148	PSC73461.1 DNA N-6-adenine-methyltransferase _Dam_ [Micractinium conductrix]	KAI3431579.1 hypothetical protein D9Q98_004629 [Chlorella vulgaris]
OG0000149	PSC68285.1 Histone deacetylase 14 [Micractinium conductrix]	KAI3430617.1 hypothetical protein D9Q98_005209 [Chlorella vulgaris]
OG0000149	PSC68190.1 histone deacetylase 14 isoform X2 [Micractinium conductrix]	KAI3424719.1 hypothetical protein D9Q98_008108 [Chlorella vulgaris]
OG0000149	PSC69032.1 histone deacetylase 14 isoform X1 [Micractinium conductrix]	KAI3436510.1 hypothetical protein D9Q98_005927 [Chlorella vulgaris]
OG0000150	PSC70086.1 alpha amylase domain [Micractinium conductrix]	KAI3433674.1 hypothetical protein D9Q98_003483 [Chlorella vulgaris], KAI3435981.1 hypothetical protein D9Q98_002039 [Chlorella vulgaris]
OG0000150	PSC74900.1 glycoside hydrolase [Micractinium conductrix]	KAI3425931.1 hypothetical protein D9Q98_007903 [Chlorella vulgaris]
OG0000150	PSC74941.1 Vam6 Vps39 [Micractinium conductrix]	KAI3425935.1 hypothetical protein D9Q98_007907 [Chlorella vulgaris]
OG0000151	PSC76405.1 acetyl-synthetase [Micractinium conductrix]	KAI3436087.1 hypothetical protein D9Q98_002145 [Chlorella vulgaris]
OG0000151	PSC76014.1 acetyl-coenzyme A chloroplastic glyoxysomal-like [Micractinium conductrix]	KAI3436118.1 hypothetical protein D9Q98_002176 [Chlorella vulgaris]
OG0000152	PSC73017.1 serine threonine-kinase EDR1-like isoform X1 [Micractinium conductrix]	KAI3430434.1 hypothetical protein D9Q98_005029 [Chlorella vulgaris]
OG0000152	PSC72410.1 Serine threonine-kinase CTR1 [Micractinium conductrix]	KAI3428099.1 hypothetical protein D9Q98_006482 [Chlorella vulgaris]
OG0000153	PSC76252.1 sulfate transporter [Micractinium conductrix]	KAI3433355.1 hypothetical protein D9Q98_003173 [Chlorella vulgaris]
OG0000153	PSC68854.1 Sulfate Permease Family [Micractinium conductrix]	KAI3433639.1 hypothetical protein D9Q98_003448 [Chlorella vulgaris]
OG0000153	PSC75492.1 Sulfate Permease Family [Micractinium conductrix]	KAI3438511.1 hypothetical protein D9Q98_000939 [Chlorella vulgaris]
OG0000154	PSC72373.1 hydroxylamine reductase [Micractinium conductrix], PSC73565.1 Hydroxylamine reductase isoform A [Micractinium conductrix], PSC73564.1 Hydroxylamine reductase isoform B [Micractinium conductrix], PSC73563.1 Hydroxylamine reductase isoform C [Micractinium conductrix], PSC68490.1 hydroxylamine reductase [Micractinium conductrix]	KAI3433500.1 hypothetical protein D9Q98_003312 [Chlorella vulgaris]
OG0000155	PSC68831.1 DUF21 domain-containing protein [Micractinium conductrix]	KAI3433654.1 hypothetical protein D9Q98_003463 [Chlorella vulgaris]
OG0000155	PSC76264.1 DUF21 domain plant [Micractinium conductrix]	KAI3423938.1 hypothetical protein D9Q98_009772 [Chlorella vulgaris]
OG0000156	PSC77001.1 SET domain-containing [Micractinium conductrix]	KAI3423926.1 hypothetical protein D9Q98_009760 [Chlorella vulgaris]
OG0000156	PSC74287.1 E3 ubiquitin-ligase RING1-like [Micractinium conductrix]	KAI3427073.1 hypothetical protein D9Q98_007013 [Chlorella vulgaris], KAI3427074.1 hypothetical protein D9Q98_007014 [Chlorella vulgaris]
OG0000156	PSC76331.1 volume-regulated anion channel subunit LRRC8D [Micractinium conductrix]	KAI3423929.1 hypothetical protein D9Q98_009763 [Chlorella vulgaris]
OG0000157	PSC75566.1 hypothetical protein C2E20_1341 [Micractinium conductrix]	KAI3426998.1 hypothetical protein D9Q98_006942 [Chlorella vulgaris]
OG0000157	PSC69850.1 Secretion-regulating guanine nucleotide exchange factor [Micractinium conductrix]	KAI3428007.1 hypothetical protein D9Q98_006393 [Chlorella vulgaris], KAI3428559.1 hypothetical protein D9Q98_007381 [Chlorella vulgaris]
OG0000157	PSC72576.1 hypothetical protein C2E20_4286 [Micractinium conductrix]	KAI3428006.1 hypothetical protein D9Q98_006392 [Chlorella vulgaris]
OG0000157	PSC69852.1 hypothetical protein C2E20_6583 [Micractinium conductrix]	KAI3428558.1 hypothetical protein D9Q98_007380 [Chlorella vulgaris]
OG0000158	PSC75438.1 nucleotide-binding domain-containing [Micractinium conductrix]	KAI3425006.1 hypothetical protein D9Q98_008388 [Chlorella vulgaris]
OG0000159	PSC69020.1 peptidyl serine alpha-galactosyltransferase [Micractinium conductrix]	KAI3430579.1 hypothetical protein D9Q98_005172 [Chlorella vulgaris]
OG0000159	PSC68709.1 peptidyl serine alpha-galactosyltransferase [Micractinium conductrix]	KAI3423808.1 hypothetical protein D9Q98_009645 [Chlorella vulgaris]
OG0000160	PSC68219.1 DNA-dependent metalloprotease WSS1 [Micractinium conductrix]	KAI3434762.1 hypothetical protein D9Q98_002822 [Chlorella vulgaris]
OG0000160	PSC75957.1 Nucleotide-diphospho-sugar transferase [Micractinium conductrix]	KAI3438688.1 hypothetical protein D9Q98_001108 [Chlorella vulgaris]
OG0000160	PSC70011.1 Zn-finger CCCH type [Micractinium conductrix]	KAI3430342.1 hypothetical protein D9Q98_004937 [Chlorella vulgaris]
OG0000160	PSC76658.1 glycosyltransferase family 77 [Micractinium conductrix]	KAI3429418.1 hypothetical protein D9Q98_005513 [Chlorella vulgaris], KAI3429416.1 hypothetical protein D9Q98_005511 [Chlorella vulgaris]
OG0000162	PSC76210.1 band 7 [Micractinium conductrix]	KAI3436169.1 hypothetical protein D9Q98_002225 [Chlorella vulgaris]
OG0000163	PSC74229.1 ADP-ribosylation factor 2 [Micractinium conductrix]	KAI3424065.1 hypothetical protein D9Q98_009428 [Chlorella vulgaris]
OG0000164	PSC69898.1 sulfate transporter [Micractinium conductrix]	KAI3428567.1 hypothetical protein D9Q98_007389 [Chlorella vulgaris]
OG0000164	PSC69015.1 sulfate transporter [Micractinium conductrix]	KAI3436333.1 hypothetical protein D9Q98_002386 [Chlorella vulgaris]
OG0000165	PSC69501.1 P-loop containing nucleoside triphosphate hydrolases superfamily [Micractinium conductrix]	KAI3437708.1 hypothetical protein D9Q98_000156 [Chlorella vulgaris]
OG0000165	PSC69023.1 3-hydroxyisobutyryl-mitochondrial [Micractinium conductrix]	KAI3436494.1 hypothetical protein D9Q98_005911 [Chlorella vulgaris]
OG0000166	PSC67430.1 chitin binding domain-containing [Micractinium conductrix], PSC68094.1 chitin binding domain-containing [Micractinium conductrix], PSC68770.1 chitin binding domain-containing [Micractinium conductrix]	KAI3426866.1 hypothetical protein D9Q98_006812 [Chlorella vulgaris]
OG0000166	PSC74252.1 chitin binding domain-containing [Micractinium conductrix]	KAI3424222.1 hypothetical protein D9Q98_009578 [Chlorella vulgaris]
OG0000167	PSC71602.1 NADPH_quinone reductase [Micractinium conductrix]	KAI3428222.1 hypothetical protein D9Q98_006602 [Chlorella vulgaris]
OG0000167	PSC73044.1 NADPH_quinone reductase isoform B [Micractinium conductrix], PSC73045.1 NADPH_quinone reductase isoform A [Micractinium conductrix]	KAI3424236.1 hypothetical protein D9Q98_009592 [Chlorella vulgaris]
OG0000168	PSC74475.1 serine hydroxymethyltransferase [Micractinium conductrix]	KAI3424425.1 hypothetical protein D9Q98_009977 [Chlorella vulgaris]
OG0000168	PSC69541.1 serine hydroxymethyltransferase 2 [Micractinium conductrix]	KAI3429823.1 hypothetical protein D9Q98_010136 [Chlorella vulgaris]
OG0000169	PSC76677.1 bifunctional aspartate kinase homoserine dehydrogenase [Micractinium conductrix]	KAI3427052.1 hypothetical protein D9Q98_006993 [Chlorella vulgaris]
OG0000169	PSC75972.1 homoserine dehydrogenase isoform A [Micractinium conductrix], PSC75973.1 homoserine dehydrogenase isoform B [Micractinium conductrix]	KAI3426930.1 hypothetical protein D9Q98_006874 [Chlorella vulgaris], KAI3426934.1 hypothetical protein D9Q98_006878 [Chlorella vulgaris]
