Orthogroup	Micractinium_SAG24180	Chlorella_Sorokiniana1602
OG0000963	PSC74227.1 hypothetical protein C2E20_2581 [Micractinium conductrix]	PRW45375.1 Patatin-like phospholipase domain-containing 1 [Chlorella sorokiniana]
OG0000964	PSC74664.1 PHD and RING finger domain [Micractinium conductrix]	PRW58010.1 PHD and RING finger domain-containing 1 [Chlorella sorokiniana]
OG0000965	PSC70250.1 RNA polymerase sigma factor [Micractinium conductrix]	PRW34041.1 RNA polymerase sigma factor [Chlorella sorokiniana]
OG0000966	PSC68745.1 methyltransferase TARBP1 [Micractinium conductrix], PSC68746.1 hypothetical protein C2E20_7628 [Micractinium conductrix]	PRW33151.1 methyltransferase TARBP1 [Chlorella sorokiniana]
OG0000967	PSC67968.1 flavin-containing monooxygenase FMO GS-OX-like 4 isoform A [Micractinium conductrix], PSC67969.1 flavin-containing monooxygenase FMO GS-OX-like 4 isoform B [Micractinium conductrix], PSC67970.1 flavin-containing monooxygenase FMO GS-OX-like 4 isoform C [Micractinium conductrix]	PRW58859.1 flavin-containing monooxygenase FMO GS-OX-like 4 [Chlorella sorokiniana]
OG0000968	PSC74486.1 ATP-dependent DNA helicase Q-like 1 [Micractinium conductrix]	PRW61229.1 ribulose bisphosphate carboxylase oxygenase activase [Chlorella sorokiniana]
OG0000969	PSC72630.1 phagocytic receptor 1b [Micractinium conductrix]	PRW18303.1 phagocytic receptor 1b [Chlorella sorokiniana]
OG0000970	PSC70269.1 kinetochore spc25 [Micractinium conductrix]	PRW33950.1 kynurenine formamidase-like isoform X1 [Chlorella sorokiniana]
OG0000971	PSC74845.1 MAP3K epsilon kinase 1-like [Micractinium conductrix]	PRW58018.1 vacuolar sorting-associated 13B [Chlorella sorokiniana]
OG0000972	PSC71939.1 NADH dehydrogenase [ubiquinone] flavo mitochondrial [Micractinium conductrix]	PRW39281.1 NADH dehydrogenase [ubiquinone] flavo mitochondrial [Chlorella sorokiniana]
OG0000973	PSC67539.1 manganese resistance 1 [Micractinium conductrix]	PRW39144.1 calcium proton exchanger [Chlorella sorokiniana]
OG0000973	PSC71917.1 calcium proton exchanger [Micractinium conductrix]	PRW39287.1 calcium proton exchanger [Chlorella sorokiniana]
OG0000974	PSC71864.1 DEAD-box ATP-dependent RNA helicase 37-like [Micractinium conductrix]	PRW39068.1 DEAD-box ATP-dependent RNA helicase 37-like isoform A [Chlorella sorokiniana], PRW39067.1 DEAD-box ATP-dependent RNA helicase 37-like isoform B [Chlorella sorokiniana]
OG0000975	PSC67138.1 long-chain acyl-synthetase 7_ partial [Micractinium conductrix], PSC69107.1 Long chain acyl-synthetase peroxisomal [Micractinium conductrix]	PRW32976.1 Long chain acyl- synthetase peroxisomal [Chlorella sorokiniana]
OG0000976	PSC69236.1 sulfotransferase [Micractinium conductrix]	PRW33326.1 serine threonine- kinase receptor R831 [Chlorella sorokiniana]
OG0000977	PSC73593.1 disulfide-isomerase 5-4 [Micractinium conductrix]	PRW58195.1 disulfide-isomerase 5-4 [Chlorella sorokiniana]
OG0000978	PSC73683.1 zinc finger CCCH domain-containing 40 [Micractinium conductrix]	PRW58129.1 amidase signature enzyme [Chlorella sorokiniana]
OG0000979	PSC68901.1 Amino acid kinase family isoform 1 [Micractinium conductrix]	PRW58649.1 phospholipid n-methyltransferase [Chlorella sorokiniana], PRW58253.1 glutamate 5-kinase isoform X1 [Chlorella sorokiniana]
OG0000980	PSC68279.1 RNA polymerase-associated LEO1-like [Micractinium conductrix]	PRW58557.1 flagellar associated [Chlorella sorokiniana]
OG0000981	PSC73940.1 putative magnesium transporter NIPA8 [Micractinium conductrix]	PRW58175.1 autophagy-related 13 [Chlorella sorokiniana]
OG0000982	PSC69918.1 CWF19 2 [Micractinium conductrix]	PRW44512.1 CWF19 2 [Chlorella sorokiniana]
OG0000983	PSC67997.1 FAD-dependent oxidoreductase [Micractinium conductrix]	PRW45109.1 glycine oxidase isoform X1 isoform B [Chlorella sorokiniana], PRW45110.1 glycine oxidase isoform X1 isoform A [Chlorella sorokiniana], PRW59188.1 FAD-dependent oxidoreductase domain-containing 1 [Chlorella sorokiniana]
OG0000984	PSC75718.1 myosin heavy class XI [Micractinium conductrix]	PRW05837.1 myosin heavy class XI isoform B [Chlorella sorokiniana], PRW05838.1 myosin heavy class XI isoform A [Chlorella sorokiniana]
OG0000985	PSC72636.1 serine threonine-phosphatase 7 [Micractinium conductrix]	PRW55944.1 serine threonine- phosphatase 7 [Chlorella sorokiniana]
OG0000985	PSC75899.1 Serine threonine-phosphatase 7 [Micractinium conductrix]	PRW05857.1 Serine threonine- phosphatase 7 [Chlorella sorokiniana]
OG0000986	PSC74575.1 5 -C-terminal domain-containing [Micractinium conductrix]	PRW57547.1 5 -nucleotidase [Chlorella sorokiniana]
OG0000986	PSC76623.1 Trifunctional nucleotide phosphoesterase [Micractinium conductrix]	PRW59853.1 5 -nucleotidase [Chlorella sorokiniana]
OG0000987	PSC71166.1 Hsp100 family [Micractinium conductrix]	PRW59672.1 chaperone chloroplastic-like [Chlorella sorokiniana]
OG0000988	PSC76861.1 60S ribosomal L15 [Micractinium conductrix]	PRW60132.1 60S ribosomal L15 [Chlorella sorokiniana]
OG0000989	PSC72641.1 ubiquinone biosynthesis [Micractinium conductrix]	PRW56755.1 ubiquinone biosynthesis mitochondrial [Chlorella sorokiniana]
OG0000990	PSC74080.1 40S ribosomal S21 [Micractinium conductrix], PSC73997.1 heme oxygenase [Micractinium conductrix]	PRW60607.1 40S ribosomal S21-2 [Chlorella sorokiniana]
OG0000991	PSC74181.1 stAR-related lipid transfer mitochondrial-like [Micractinium conductrix]	PRW60312.1 Bet v1 [Chlorella sorokiniana]
OG0000992	PSC68498.1 CBS domain-containing mitochondrial-like [Micractinium conductrix]	PRW60461.1 DNAJ heat shock family [Chlorella sorokiniana]
OG0000993	PSC73912.1 Argininosuccinate synthase [Micractinium conductrix]	PRW58065.1 Argininosuccinate synthase isoform A [Chlorella sorokiniana], PRW58066.1 Argininosuccinate synthase isoform B [Chlorella sorokiniana]
OG0000994	PSC76770.1 putative lactoylglutathione chloroplast isoform A [Micractinium conductrix], PSC76769.1 putative lactoylglutathione chloroplast isoform B [Micractinium conductrix], PSC75265.1 triple functional domain [Micractinium conductrix], PSC75425.1 Single-minded 1 [Micractinium conductrix]	PRW33813.1 putative lactoylglutathione chloroplastic [Chlorella sorokiniana]
OG0000995	PSC69827.1 pentatricopeptide repeat-containing mitochondrial [Micractinium conductrix]	PRW56699.1 hypothetical protein C2E21_4842 [Chlorella sorokiniana]
OG0000996	PSC76194.1 hypothetical protein C2E20_0127 [Micractinium conductrix]	PRW61047.1 glycosyl transferase [Chlorella sorokiniana]
OG0000997	PSC74518.1 Pirin [Micractinium conductrix]	PRW57785.1 endoplasmic reticulum mannosyl-oligosaccharide 1_2-alpha-mannosidase isoform B [Chlorella sorokiniana]
OG0000997	PSC74457.1 endoplasmic reticulum mannosyl-oligosaccharide 1_2-alpha-mannosidase [Micractinium conductrix]	PRW57784.1 endoplasmic reticulum mannosyl-oligosaccharide 1_2-alpha-mannosidase isoform A [Chlorella sorokiniana]
OG0000998	PSC72772.1 threonylcarbamoyladenosine tRNA methylthiotransferase [Micractinium conductrix]	PRW56296.1 threonylcarbamoyladenosine tRNA methylthiotransferase [Chlorella sorokiniana], PRW56345.1 glycosyltransferase-like protein [Chlorella sorokiniana]
OG0000999	PSC72601.1 MFS transporter [Micractinium conductrix]	PRW18312.1 MFS transporter [Chlorella sorokiniana]
OG0001000	PSC74695.1 DEK-like isoform X1 [Micractinium conductrix], PSC74517.1 hypothetical protein C2E20_2384 [Micractinium conductrix]	PRW61175.1 DEK-like isoform X2 isoform A [Chlorella sorokiniana], PRW61174.1 DEK-like isoform X2 isoform B [Chlorella sorokiniana]
OG0001001	PSC68017.1 peptidase M20 [Micractinium conductrix]	PRW33919.1 peptidase M20 [Chlorella sorokiniana]
OG0001002	PSC73787.1 Translation initiation factor IF-3 [Micractinium conductrix]	PRW58170.1 Translation initiation factor IF-3 [Chlorella sorokiniana]
OG0001003	PSC74959.1 putative trehalase [Micractinium conductrix]	PRW60783.1 Trehalase [Chlorella sorokiniana]
OG0001003	PSC73401.1 putative trehalase [Micractinium conductrix]	PRW32561.1 putative trehalase [Chlorella sorokiniana]
OG0001004	PSC76494.1 dual specificity phosphatase 1-like isoform B [Micractinium conductrix], PSC76495.1 dual specificity phosphatase 1-like isoform A [Micractinium conductrix]	PRW34102.1 Dual specificity phosphatase 1 isoform 2 [Chlorella sorokiniana]
OG0001005	PSC73014.1 WD repeat-containing 6 [Micractinium conductrix]	PRW57905.1 hypothetical protein C2E21_3448 [Chlorella sorokiniana]
OG0001005	PSC72989.1 putative prolyl 4-hydroxylase 9 [Micractinium conductrix]	PRW57801.1 putative prolyl 4-hydroxylase 9 [Chlorella sorokiniana]
OG0001006	PSC72554.1 glyoxysomal fatty acid beta-oxidation multifunctional MFP-a [Micractinium conductrix]	PRW56488.1 glyoxysomal fatty acid beta-oxidation multifunctional MFP-a [Chlorella sorokiniana]
OG0001007	PSC70617.1 casein kinase II subunit alpha [Micractinium conductrix]	PRW61486.1 CPD photolyase isoform C [Chlorella sorokiniana], PRW61487.1 CPD photolyase isoform B [Chlorella sorokiniana]
OG0001008	PSC67648.1 triosephosphate isomerase [Micractinium conductrix]	PRW39309.1 triosephosphate isomerase [Chlorella sorokiniana]
OG0001009	PSC67081.1 Alpha-L-arabinofuranosidase 1_ partial [Micractinium conductrix], PSC67074.1 alpha-L-arabinofuranosidase 1-like [Micractinium conductrix], PSC67243.1 Alpha-L-arabinofuranosidase 1_ partial [Micractinium conductrix]	PRW58664.1 Alpha-L-arabinofuranosidase 1 isoform B [Chlorella sorokiniana], PRW58663.1 Alpha-L-arabinofuranosidase 1 isoform A [Chlorella sorokiniana]
OG0001010	PSC73988.1 UDP-glucose dehydrogenase [Micractinium conductrix], PSC76863.1 UDP-glucose dehydrogenase [Micractinium conductrix]	PRW59391.1 UDP-glucose dehydrogenase [Chlorella sorokiniana], PRW61304.1 UDP-glucose dehydrogenase [Chlorella sorokiniana]
OG0001011	PSC69535.1 IAA-amino acid hydrolase ILR1-like 4 [Micractinium conductrix], PSC75002.1 peptidase M20 [Micractinium conductrix]	PRW20779.1 IAA-amino acid hydrolase ILR1-like 3 [Chlorella sorokiniana]
OG0001012	PSC70317.1 Protease 2 [Micractinium conductrix]	PRW44844.1 prolyl endopeptidase-like isoform B [Chlorella sorokiniana], PRW44843.1 prolyl endopeptidase-like isoform A [Chlorella sorokiniana]
OG0001013	PSC68627.1 GTP-binding protein isoform B [Micractinium conductrix], PSC68628.1 GTP-binding protein isoform A [Micractinium conductrix]	PRW58204.1 GTP-binding protein [Chlorella sorokiniana]
OG0001014	PSC75577.1 hypothetical protein C2E20_1509 [Micractinium conductrix]	PRW57354.1 DUF563 domain [Chlorella sorokiniana]
OG0001015	PSC67834.1 hypothetical protein C2E20_8516 [Micractinium conductrix]	PRW59055.1 N-terminal glutamine amidohydrolase [Chlorella sorokiniana]
OG0001018	PSC67095.1 spermatogenesis-associated 20_ partial [Micractinium conductrix], PSC70426.1 spermatogenesis-associated 20 isoform B [Micractinium conductrix], PSC70425.1 spermatogenesis-associated 20 isoform A [Micractinium conductrix]	PRW45152.1 spermatogenesis-associated 20 [Chlorella sorokiniana]
OG0001019	PSC72999.1 p-type h+-atpase isoform D [Micractinium conductrix], PSC73001.1 p-type h+-atpase isoform B [Micractinium conductrix], PSC73002.1 p-type h+-atpase isoform C [Micractinium conductrix], PSC73000.1 p-type h+-atpase isoform A [Micractinium conductrix]	PRW32934.1 Elongation factor 4 [Chlorella sorokiniana]
OG0001020	PSC70167.1 beta-aspartyl asparaginyl family [Micractinium conductrix]	PRW45046.1 acetyltransferase [Chlorella sorokiniana]
OG0001021	PSC69480.1 major facilitator transporter [Micractinium conductrix]	PRW57505.1 major facilitator transporter [Chlorella sorokiniana]
OG0001021	PSC69550.1 glyceraldehyde-3-phosphate dehydrogenase [Micractinium conductrix]	PRW57280.1 type I glyceraldehyde-3-phosphate dehydrogenase [Chlorella sorokiniana]
OG0001022	PSC71919.1 Carotenoid cleavage dioxygenase 8 isoform A [Micractinium conductrix], PSC71918.1 Carotenoid cleavage dioxygenase 8 isoform B [Micractinium conductrix], PSC71885.1 carotenoid oxygenase [Micractinium conductrix]	PRW59383.1 Carotenoid cleavage dioxygenase 8 [Chlorella sorokiniana]
OG0001023	PSC69817.1 phosphoglycerate mutase [Micractinium conductrix]	PRW57633.1 glycerolphosphate mutase [Chlorella sorokiniana]
OG0001023	PSC69919.1 phosphoglycerate mutase [Micractinium conductrix]	PRW44449.1 phosphoglycerate mutase [Chlorella sorokiniana]
OG0001024	PSC70881.1 MARVEL-like domain [Micractinium conductrix]	PRW44544.1 MARVEL-like domain [Chlorella sorokiniana]
OG0001025	PSC71641.1 putative calcium-binding CML21 [Micractinium conductrix]	PRW55928.1 putative calcium-binding CML21 [Chlorella sorokiniana]
OG0001026	PSC74866.1 cyclopropane-fatty-acyl-phospholipid synthase [Micractinium conductrix]	PRW60674.1 cyclopropane-fatty-acyl-phospholipid synthase [Chlorella sorokiniana]
OG0001026	PSC70669.1 trichothecene 3-O-acetyltransferase [Micractinium conductrix], PSC75304.1 citrate transporter [Micractinium conductrix]	PRW59766.1 citrate transporter [Chlorella sorokiniana]
OG0001027	PSC72572.1 carotenoid cleavage dioxygenase 1 [Micractinium conductrix], PSC73169.1 hypothetical protein C2E20_3679 [Micractinium conductrix]	PRW57550.1 carotenoid 9_10_9_ 10_-cleavage dioxygenase 1 [Chlorella sorokiniana]
OG0001028	PSC75020.1 methionine-R-sulfoxide reductase [Micractinium conductrix]	PRW33723.1 methionine sulfoxide reductase B [Chlorella sorokiniana]
OG0001029	PSC76208.1 chloroplast division site-determinant [Micractinium conductrix]	PRW32606.1 SAM-dependent methyltransferase [Chlorella sorokiniana]
OG0001029	PSC76009.1 cytidyltransferase-related domain [Micractinium conductrix]	PRW45097.1 wd repeat-containing 78 [Chlorella sorokiniana]
OG0001030	PSC74978.1 kelch 8 [Micractinium conductrix]	PRW60562.1 kelch 10 [Chlorella sorokiniana]
OG0001031	PSC70008.1 Equilibrative nucleoside transporter 4 [Micractinium conductrix]	PRW20550.1 Equilibrative nucleoside transporter 4 [Chlorella sorokiniana]
OG0001031	PSC75325.1 Equilibrative nucleoside transporter 4 [Micractinium conductrix], PSC75565.1 Equilibrative nucleoside transporter 4 [Micractinium conductrix], PSC75682.1 Equilibrative nucleoside transporter 4 [Micractinium conductrix]	PRW59073.1 equilibrative nucleotide transporter 8 [Chlorella sorokiniana]
OG0001032	PSC70175.1 zinc finger with UFM1-specific peptidase domain [Micractinium conductrix]	PRW34095.1 zinc finger with UFM1-specific peptidase domain [Chlorella sorokiniana]
OG0001033	PSC67862.1 ATP-dependent Clp protease adaptor containing [Micractinium conductrix], PSC67178.1 ATP-dependent Clp protease adaptor containing [Micractinium conductrix], PSC67666.1 ATP-dependent Clp protease adaptor containing [Micractinium conductrix], PSC67048.1 ATP-dependent Clp protease adaptor containing [Micractinium conductrix]	PRW39243.1 metalloprotease 1 [Chlorella sorokiniana]
OG0001034	PSC70411.1 Kelch motif containing isoform C [Micractinium conductrix], PSC70413.1 Kelch motif containing isoform A [Micractinium conductrix], PSC70412.1 Kelch motif containing isoform B [Micractinium conductrix]	PRW44997.1 ring canal kelch-like protein isoform X2 isoform B [Chlorella sorokiniana], PRW44996.1 ring canal kelch-like protein isoform X2 isoform A [Chlorella sorokiniana], PRW44974.1 hypothetical protein C2E21_6344 [Chlorella sorokiniana]
OG0001035	PSC67721.1 glucuronyl hydrolase [Micractinium conductrix]	PRW45023.1 glucuronyl hydrolase [Chlorella sorokiniana]
OG0001036	PSC76008.1 alpha beta-hydrolase [Micractinium conductrix]	PRW50781.1 alpha beta-hydrolase isoform B [Chlorella sorokiniana], PRW50780.1 alpha beta-hydrolase isoform A [Chlorella sorokiniana]
OG0001037	PSC73789.1 uroporphyrinogen-III chloroplastic isoform X1 [Micractinium conductrix]	PRW50788.1 Uroporphyrinogen-III chloroplastic isoform D [Chlorella sorokiniana], PRW50789.1 Uroporphyrinogen-III chloroplastic isoform A [Chlorella sorokiniana], PRW50787.1 Uroporphyrinogen-III chloroplastic isoform B [Chlorella sorokiniana], PRW50790.1 Uroporphyrinogen-III chloroplastic isoform C [Chlorella sorokiniana]
OG0001038	PSC68373.1 DSBA family thioredoxin domain containing [Micractinium conductrix]	PRW59910.1 DSBA family thioredoxin domain containing [Chlorella sorokiniana]
OG0001038	PSC71556.1 DSBA oxidoreductase [Micractinium conductrix]	PRW56343.1 DSBA oxidoreductase [Chlorella sorokiniana]
OG0001040	PSC72442.1 hypothetical protein C2E20_4216 [Micractinium conductrix], PSC72584.1 hypothetical protein C2E20_4222 [Micractinium conductrix]	PRW56763.1 hypothetical protein C2E21_4548 [Chlorella sorokiniana]
OG0001041	PSC67919.1 transmembrane 115 [Micractinium conductrix]	PRW59366.1 transmembrane 115 [Chlorella sorokiniana]
OG0001041	PSC67887.1 Insulin-like growth factor binding N-terminal [Micractinium conductrix]	PRW59084.1 serine threonine [Chlorella sorokiniana], PRW59146.1 TKL kinase [Chlorella sorokiniana]
OG0001042	PSC75627.1 Histone H2A [Micractinium conductrix], PSC76256.1 glycosyltransferase family 77 isoform A [Micractinium conductrix], PSC76255.1 glycosyltransferase family 77 isoform B [Micractinium conductrix]	PRW61069.1 hypothetical protein C2E21_0568 [Chlorella sorokiniana], PRW61070.1 hypothetical protein C2E21_0568 [Chlorella sorokiniana]
OG0001043	PSC69238.1 hypothetical protein C2E20_7234 [Micractinium conductrix], PSC74377.1 ammonium transporter [Micractinium conductrix], PSC69250.1 ammonium transporter [Micractinium conductrix], PSC73998.1 ammonium transporter [Micractinium conductrix]	PRW61429.1 ammonium transporter [Chlorella sorokiniana]
OG0001052	PSC72803.1 hypothetical protein C2E20_4083 [Micractinium conductrix]	PRW56079.1 NUDIX hydrolase domain-like [Chlorella sorokiniana]
OG0001053	PSC75387.1 putative DNA replication complex GINS PSF3 [Micractinium conductrix]	PRW32620.1 putative DNA replication complex GINS PSF3 [Chlorella sorokiniana]
OG0001054	PSC68802.1 mitochondrial dicarboxylate tricarboxylate transporter DTC [Micractinium conductrix]	PRW20695.1 mitochondrial substrate carrier [Chlorella sorokiniana]
OG0001055	PSC72078.1 glycosyltransferase family 32 [Micractinium conductrix]	PRW57177.1 Inositol phosphoceramide mannosyltransferase 2 [Chlorella sorokiniana]
OG0001056	PSC75611.1 5_10-methylenetetrahydrofolate dehydrogenase [Micractinium conductrix]	PRW44475.1 tetrahydrofolate dehydrogenase cyclohydrolase [Chlorella sorokiniana]
OG0001057	PSC67506.1 MPN domain-containing -like [Micractinium conductrix]	PRW45009.1 MPN domain-containing [Chlorella sorokiniana]
OG0001058	PSC73538.1 plant UBX domain-containing 2 [Micractinium conductrix]	PRW61344.1 PUB domain [Chlorella sorokiniana], PRW20553.1 hypothetical protein C2E21_8918 [Chlorella sorokiniana], PRW60996.1 hypothetical protein C2E21_0371 [Chlorella sorokiniana]
OG0001059	PSC72887.1 E3 ubiquitin-ligase SHPRH [Micractinium conductrix]	PRW56086.1 E3 ubiquitin- ligase SHPRH isoform X1 [Chlorella sorokiniana]
OG0001060	PSC74143.1 DEAD-box ATP-dependent RNA helicase 15-like isoform X1 [Micractinium conductrix]	PRW61181.1 DEAD-box ATP-dependent RNA helicase 15-like isoform X1 [Chlorella sorokiniana]
OG0001061	PSC67655.1 40S ribosomal S3a-2 [Micractinium conductrix]	PRW39385.1 40S ribosomal S3a-2 isoform A [Chlorella sorokiniana], PRW39386.1 40S ribosomal S3a-2 isoform B [Chlorella sorokiniana]
OG0001062	PSC74221.1 Serine threonine-phosphatase 4 regulatory subunit 3 isoform B [Micractinium conductrix], PSC74222.1 Serine threonine-phosphatase 4 regulatory subunit 3 isoform A [Micractinium conductrix]	PRW61604.1 Serine threonine- phosphatase 4 regulatory subunit 3 [Chlorella sorokiniana]
OG0001063	PSC68783.1 water dikinase [Micractinium conductrix]	PRW20680.1 water dikinase [Chlorella sorokiniana]
OG0001064	PSC74236.1 Signal peptide peptidase 2 isoform B [Micractinium conductrix], PSC74237.1 Signal peptide peptidase 2 isoform A [Micractinium conductrix]	PRW61442.1 signal peptide peptidase-like [Chlorella sorokiniana]
OG0001065	PSC73518.1 MEI2-like 5 isoform X1 [Micractinium conductrix]	PRW61306.1 MEI2-like 1 isoform X1 [Chlorella sorokiniana]
OG0001066	PSC73955.1 26S proteasome complex subunit DSS1 [Micractinium conductrix]	PRW60902.1 26S proteasome complex subunit DSS1 [Chlorella sorokiniana]
OG0001067	PSC73431.1 ABC transporter F family member 1 [Micractinium conductrix]	PRW61109.1 ATP-binding cassette [Chlorella sorokiniana]
OG0001068	PSC72758.1 non-structural maintenance of chromosomes element 4-like protein A [Micractinium conductrix]	PRW56062.1 non-structural maintenance of chromosomes element 4-like protein A-like [Chlorella sorokiniana]
OG0001069	PSC70507.1 Dual specificity kinase splA [Micractinium conductrix]	PRW60891.1 Dual specificity kinase splA isoform B [Chlorella sorokiniana], PRW60892.1 Dual specificity kinase splA isoform A [Chlorella sorokiniana]
OG0001070	PSC75557.1 F-box only 21-like [Micractinium conductrix]	PRW50954.1 F-box only 21-like [Chlorella sorokiniana]
OG0001070	PSC76764.1 F-box only 21 [Micractinium conductrix]	PRW59079.1 F-box only 21 [Chlorella sorokiniana], PRW59357.1 uvrB uvrC motif-containing [Chlorella sorokiniana]
OG0001071	PSC74164.1 sugar phosphate phosphate translocator [Micractinium conductrix]	PRW61386.1 Drug Metabolite transporter superfamily [Chlorella sorokiniana], PRW60834.1 Drug Metabolite transporter superfamily [Chlorella sorokiniana]
OG0001072	PSC76713.1 ribosome biogenesis BMS1-like protein [Micractinium conductrix]	PRW58959.1 ribosome biogenesis BMS1-like protein [Chlorella sorokiniana]
OG0001073	PSC70665.1 hypothetical protein C2E20_5933 [Micractinium conductrix]	PRW57012.1 hypothetical protein C2E21_4311 [Chlorella sorokiniana]
OG0001073	PSC70668.1 cyanobacterial porin [Micractinium conductrix]	PRW57096.1 glycosyl transferase family 1 [Chlorella sorokiniana], PRW56917.1 cyanobacterial porin [Chlorella sorokiniana]
OG0001074	PSC70807.1 S-adenosylmethionine synthetase [Micractinium conductrix]	PRW57411.1 S-adenosylmethionine synthetase [Chlorella sorokiniana]
OG0001075	PSC73083.1 hypothetical protein C2E20_3669 [Micractinium conductrix]	PRW51152.1 peroxisomal membrane 11A isoform B [Chlorella sorokiniana], PRW51151.1 peroxisomal membrane 11A isoform A [Chlorella sorokiniana]
OG0001076	PSC69771.1 hypothetical protein C2E20_6785 [Micractinium conductrix]	PRW57444.1 hypothetical protein C2E21_4037 [Chlorella sorokiniana]
OG0001077	PSC77000.1 kinesin KP1-like isoform B [Micractinium conductrix], PSC76999.1 kinesin KP1-like isoform A [Micractinium conductrix]	PRW50920.1 kinesin KP1-like [Chlorella sorokiniana]
OG0001079	PSC76368.1 Pantothenate kinase 2 isoform B [Micractinium conductrix], PSC76369.1 Pantothenate kinase 2 isoform A [Micractinium conductrix]	PRW59429.1 Pantothenate kinase 2 [Chlorella sorokiniana]
OG0001080	PSC76411.1 Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase [Micractinium conductrix]	PRW58968.1 Phosphoglycerate mutase-like family isoform 1 [Chlorella sorokiniana]
OG0001081	PSC70048.1 choline-phosphate cytidylyltransferase 2 [Micractinium conductrix]	PRW33528.1 choline-phosphate cytidylyltransferase 1 [Chlorella sorokiniana]
OG0001083	PSC73058.1 CDK5RAP3 [Micractinium conductrix]	PRW59501.1 CDK5RAP3 isoform B [Chlorella sorokiniana], PRW59500.1 CDK5RAP3 isoform A [Chlorella sorokiniana]
OG0001084	PSC69019.1 beta-Ig-H3 fasciclin isoform B [Micractinium conductrix], PSC69018.1 beta-Ig-H3 fasciclin isoform A [Micractinium conductrix]	PRW20912.1 beta-Ig-H3 fasciclin [Chlorella sorokiniana]
OG0001084	PSC69070.1 beta-Ig-H3 fasciclin [Micractinium conductrix]	PRW56041.1 Nex18 symbiotically induced [Chlorella sorokiniana]
OG0001085	PSC73726.1 caleosin CLO3-2 isoform A [Micractinium conductrix], PSC73727.1 caleosin CLO3-2 isoform B [Micractinium conductrix]	PRW45357.1 caleosin domain containing [Chlorella sorokiniana]
OG0001086	PSC71758.1 PHD finger [Micractinium conductrix]	PRW21067.1 PHD finger protein isoform B [Chlorella sorokiniana], PRW21066.1 PHD finger protein isoform C [Chlorella sorokiniana], PRW21068.1 PHD finger protein isoform A [Chlorella sorokiniana]
OG0001087	PSC77052.1 plasma membrane ATP ADP transporter TLC1 [Micractinium conductrix]	PRW59386.1 TLC ATP ADP transporter [Chlorella sorokiniana]
OG0001088	PSC69449.1 60S ribosomal L18a-2 [Micractinium conductrix]	PRW57226.1 60S ribosomal L18a-2 [Chlorella sorokiniana], PRW57005.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana]
OG0001089	PSC75030.1 Sel-1 1 [Micractinium conductrix]	PRW60402.1 Sel-1 1 [Chlorella sorokiniana]
OG0001091	PSC76703.1 hypothetical protein C2E20_0341 [Micractinium conductrix]	PRW58889.1 F-box LRR-repeat 15 [Chlorella sorokiniana]
OG0001092	PSC69678.1 Serine threonine-kinase TOR [Micractinium conductrix]	PRW60020.1 Serine threonine- kinase TOR [Chlorella sorokiniana]
OG0001093	PSC75021.1 A disintegrin and metallo ase with thrombospondin motifs 12 [Micractinium conductrix]	PRW60388.1 A disintegrin and metallo ase with thrombospondin motifs 12 [Chlorella sorokiniana]
OG0001094	PSC75650.1 Galactokinase [Micractinium conductrix]	PRW59155.1 Galactokinase [Chlorella sorokiniana]
OG0001095	PSC74835.1 eukaryotic translation initiation factor 5-like [Micractinium conductrix]	PRW20878.1 eukaryotic translation initiation factor 5 [Chlorella sorokiniana]
OG0001096	PSC75165.1 meiotic nuclear division 1-like protein [Micractinium conductrix]	PRW60566.1 meiotic nuclear division 1-like protein [Chlorella sorokiniana]
OG0001097	PSC69438.1 UPF0468 [Micractinium conductrix]	PRW45527.1 UPF0468 [Chlorella sorokiniana]
OG0001098	PSC70932.1 3-oxoacyl-[acyl-carrier] reductase 4-like [Micractinium conductrix]	PRW44528.1 3-oxoacyl-[acyl-carrier] reductase 4-like [Chlorella sorokiniana]
OG0001098	PSC72389.1 3-oxoacyl-[acyl-carrier] reductase 4-like [Micractinium conductrix]	PRW60823.1 3-oxoacyl-[acyl-carrier] reductase 4-like [Chlorella sorokiniana]
OG0001099	PSC75301.1 DNA-directed RNA polymerases IV and V subunit 3 [Micractinium conductrix]	PRW51041.1 DNA-directed RNA polymerases IV and V subunit 3 [Chlorella sorokiniana]
OG0001100	PSC75138.1 exostosin-like glycosyltransferase [Micractinium conductrix]	PRW60302.1 kinase [Chlorella sorokiniana]
OG0001101	PSC67004.1 eukaryotic translation initiation factor 3 subunit D-like [Micractinium conductrix], PSC69167.1 eukaryotic translation initiation factor 3 subunit D-like [Micractinium conductrix], PSC67136.1 eukaryotic translation initiation factor 3 subunit D-like [Micractinium conductrix], PSC67171.1 eukaryotic translation initiation factor 3 subunit D-like [Micractinium conductrix]	PRW33071.1 eukaryotic translation initiation factor 3 subunit D-like [Chlorella sorokiniana]
OG0001102	PSC73660.1 Superoxide-generating NADPH oxidase heavy chain subunit B [Micractinium conductrix]	PRW45569.1 ferric-chelate reductase [Chlorella sorokiniana]
OG0001102	PSC74273.1 Superoxide-generating NADPH oxidase heavy chain subunit B [Micractinium conductrix]	PRW60931.1 Ferric reductase [Chlorella sorokiniana]
