Orthogroup	Species	Chlorella_KRBP	Orthologs
OG0000586	Micractinium_SAG24180	QAXK01001200.1_17606-19818	PSC72392.1 putative WD repeat-containing [Micractinium conductrix], PSC71302.1 mitochondrial-processing peptidase subunit alpha-like [Micractinium conductrix]
OG0000586	Coccomyxa_SubellipsoideaC169	QAXK01001200.1_17606-19818	EIE25504.1 NMT1-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE21086.1 LuxS/MPP-like metallohydrolase [Coccomyxa subellipsoidea C-169]
OG0000586	Scenedesmus_NREL	QAXK01001200.1_17606-19818	KAF6254748.1 NMT1/THI5 like-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6254749.1 mitochondrial processing peptidase alpha subunit [Scenedesmus sp. NREL 46B-D3]
OG0000586	Scenedesmus_PABB004	QAXK01001200.1_17606-19818	KAF8065774.1 hypothetical protein HT031_002834 [Scenedesmus sp. PABB004]
OG0000586	Auxenochlorella_protothecoides	QAXK01001200.1_17606-19818	RMZ57309.1 hypothetical protein APUTEX25_004143 [Auxenochlorella protothecoides]
OG0000586	Chlorella_A99	QAXK01001200.1_17606-19818	PCFQ01000078.1 g2106 [Chlorella sp. A99]
OG0000594	Scenedesmus_PABB004	QAXK01013585.1_2213-468	KAF8063741.1 GFT1 [Scenedesmus sp. PABB004], KAF8057271.1 SAT2 [Scenedesmus sp. PABB004], KAF8063683.1 GFT1 [Scenedesmus sp. PABB004]
OG0000594	Scenedesmus_NREL	QAXK01013585.1_2213-468	KAF6253931.1 hypothetical protein COO60DRAFT_1703593 [Scenedesmus sp. NREL 46B-D3], KAF6263985.1 hypothetical protein COO60DRAFT_1258405_ partial [Scenedesmus sp. NREL 46B-D3], KAF6261593.1 hypothetical protein COO60DRAFT_1459090 [Scenedesmus sp. NREL 46B-D3], KAF6252403.1 solute carrier protein [Scenedesmus sp. NREL 46B-D3]
OG0000594	Coccomyxa_SubellipsoideaC169	QAXK01013585.1_2213-468	EIE27334.1 putative transaldolase [Coccomyxa subellipsoidea C-169], EIE25254.1 hypothetical protein COCSUDRAFT_27890 [Coccomyxa subellipsoidea C-169]
OG0000594	Chlorella_A99	QAXK01013585.1_2213-468	PCFQ01000081.1 g1563 [Chlorella sp. A99]
OG0000594	Chlorella_Sorokiniana1602	QAXK01013585.1_2213-468	PRW56906.1 Transaldolase [Chlorella sorokiniana]
OG0000594	Micractinium_SAG24180	QAXK01013585.1_2213-468	PSC71121.1 Transaldolase [Micractinium conductrix]
OG0000594	Chlorella_VariabilisNC64A	QAXK01013585.1_2213-468	XP_005847169.1 hypothetical protein CHLNCDRAFT_134944 [Chlorella variabilis]
OG0000594	Chlorella_Vulgaris2111P	QAXK01013585.1_2213-468	KAI3438027.1 hypothetical protein D9Q98_000470 [Chlorella vulgaris], KAI3438024.1 hypothetical protein D9Q98_000467 [Chlorella vulgaris]
OG0000595	Scenedesmus_NREL	QAXK01010664.1_1473-417	KAF6255346.1 small rab-related GTPase [Scenedesmus sp. NREL 46B-D3], KAF6253399.1 ras-related protein YPTC6 [Scenedesmus sp. NREL 46B-D3]
OG0000595	Scenedesmus_PABB004	QAXK01010664.1_1473-417	KAF8063782.1 RAB23 [Scenedesmus sp. PABB004], KAF8071169.1 YPTC6 [Scenedesmus sp. PABB004]
OG0000595	Coccomyxa_SubellipsoideaC169	QAXK01010664.1_1473-417	EIE22109.1 ras-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE21319.1 ras-related protein Rab2BV [Coccomyxa subellipsoidea C-169]
OG0000595	Chlorella_Vulgaris2111P	QAXK01010664.1_1473-417	KAI3437877.1 hypothetical protein D9Q98_000323 [Chlorella vulgaris], KAI3436354.1 hypothetical protein D9Q98_002407 [Chlorella vulgaris]
OG0000595	Chlorella_VariabilisNC64A	QAXK01010664.1_1473-417	XP_005848051.1 hypothetical protein CHLNCDRAFT_48772 [Chlorella variabilis], XP_005843019.1 hypothetical protein CHLNCDRAFT_33302 [Chlorella variabilis]
OG0000595	Micractinium_SAG24180	QAXK01010664.1_1473-417	PSC70713.1 ras-related RIC2 [Micractinium conductrix], PSC68035.1 Rab11 -family small GTPase [Micractinium conductrix]
OG0000595	Chlorella_Sorokiniana1602	QAXK01010664.1_1473-417	PRW57533.1 Ras-related RABA1f [Chlorella sorokiniana], PRW59514.1 Rab family GTPase [Chlorella sorokiniana]
OG0000595	Chlorella_A99	QAXK01010664.1_1473-417	PCFQ01000078.1 g2178 [Chlorella sp. A99]
OG0000611	Chlorella_Vulgaris2111P	QAXK01011586.1_4054-3461	KAI3434679.1 hypothetical protein D9Q98_002743 [Chlorella vulgaris], KAI3434670.1 hypothetical protein D9Q98_002734 [Chlorella vulgaris]
OG0000611	Chlorella_VariabilisNC64A	QAXK01011586.1_4054-3461	XP_005849196.1 hypothetical protein CHLNCDRAFT_143888 [Chlorella variabilis], XP_005849198.1 hypothetical protein CHLNCDRAFT_15068_ partial [Chlorella variabilis]
OG0000611	Chlorella_Sorokiniana1602	QAXK01011586.1_4054-3461	PRW57668.1 Ubiquitin domain-containing 2 [Chlorella sorokiniana], PRW57718.1 ubiquitin domain-containing 1-like [Chlorella sorokiniana]
OG0000611	Micractinium_SAG24180	QAXK01011586.1_4054-3461	PSC72946.1 Ubiquitin domain-containing 2 [Micractinium conductrix]
OG0000611	Chlorella_A99	QAXK01011586.1_4054-3461	PCFQ01000015.1 g3046 [Chlorella sp. A99]
OG0000611	Auxenochlorella_protothecoides	QAXK01011586.1_4054-3461	RMZ52033.1 hypothetical protein APUTEX25_001227_ partial [Auxenochlorella protothecoides]
OG0000611	Coccomyxa_SubellipsoideaC169	QAXK01011586.1_4054-3461	EIE19907.1 hypothetical protein COCSUDRAFT_19107 [Coccomyxa subellipsoidea C-169], EIE23586.1 hypothetical protein COCSUDRAFT_53398 [Coccomyxa subellipsoidea C-169]
OG0000611	Scenedesmus_PABB004	QAXK01011586.1_4054-3461	KAF8068161.1 EP0 [Scenedesmus sp. PABB004], KAF8071248.1 ubtd1 [Scenedesmus sp. PABB004]
OG0000611	Scenedesmus_NREL	QAXK01011586.1_4054-3461	KAF6260522.1 hypothetical protein COO60DRAFT_1294336 [Scenedesmus sp. NREL 46B-D3]
OG0000616	Scenedesmus_PABB004	QAXK01001265.1_8774-9883	KAF8070936.1 hypothetical protein HT031_001017 [Scenedesmus sp. PABB004]
OG0000616	Scenedesmus_NREL	QAXK01001265.1_8774-9883	KAF6265002.1 hypothetical protein COO60DRAFT_1281606 [Scenedesmus sp. NREL 46B-D3]
OG0000616	Auxenochlorella_protothecoides	QAXK01001265.1_8774-9883	RMZ52321.1 hypothetical protein APUTEX25_005074_ partial [Auxenochlorella protothecoides]
OG0000616	Micractinium_SAG24180	QAXK01001265.1_8774-9883	PSC73413.1 small nuclear ribonucleo -associated B -like [Micractinium conductrix]
OG0000616	Coccomyxa_SubellipsoideaC169	QAXK01001265.1_8774-9883	EIE21296.1 hypothetical protein COCSUDRAFT_83520 [Coccomyxa subellipsoidea C-169], EIE23984.1 hypothetical protein COCSUDRAFT_62512 [Coccomyxa subellipsoidea C-169]
OG0000616	Chlorella_VariabilisNC64A	QAXK01001265.1_8774-9883	XP_005846240.1 hypothetical protein CHLNCDRAFT_135527 [Chlorella variabilis], XP_005844439.1 hypothetical protein CHLNCDRAFT_139157 [Chlorella variabilis]
OG0000616	Chlorella_Sorokiniana1602	QAXK01001265.1_8774-9883	PRW60128.1 small nuclear ribonucleo -associated B [Chlorella sorokiniana], PRW61371.1 leucine-rich repeat containing [Chlorella sorokiniana], PRW50975.1 hypothetical protein C2E21_5537 [Chlorella sorokiniana]
OG0000616	Chlorella_Vulgaris2111P	QAXK01001265.1_8774-9883	KAI3435946.1 hypothetical protein D9Q98_002004 [Chlorella vulgaris], KAI3432435.1 hypothetical protein D9Q98_003988 [Chlorella vulgaris], KAI3432436.1 hypothetical protein D9Q98_003989 [Chlorella vulgaris]
OG0000618	Auxenochlorella_protothecoides	QAXK01000835.1_1-309	RMZ52555.1 hypothetical protein APUTEX25_003698_ partial [Auxenochlorella protothecoides]
OG0000618	Chlorella_A99	QAXK01000835.1_1-309	PCFQ01000037.1 g2393 [Chlorella sp. A99]
OG0000618	Scenedesmus_NREL	QAXK01000835.1_1-309	KAF6251048.1 ribosomal protein S8 [Scenedesmus sp. NREL 46B-D3], KAF6250898.1 component of cytosolic 80S ribosome and 40S small subunit [Scenedesmus sp. NREL 46B-D3], KAF6256221.1 mitochondrial K+-H+ exchange-related-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000618	Coccomyxa_SubellipsoideaC169	QAXK01000835.1_1-309	EIE20469.1 ribosomal protein S15a component of cytosolic 80S ribosome and 40S small subunit [Coccomyxa subellipsoidea C-169]
OG0000618	Chlorella_VariabilisNC64A	QAXK01000835.1_1-309	XP_005849532.1 40S ribosomal protein S15 [Chlorella variabilis], XP_005849796.1 hypothetical protein CHLNCDRAFT_142893 [Chlorella variabilis]
OG0000618	Chlorella_Sorokiniana1602	QAXK01000835.1_1-309	PRW58777.1 40S ribosomal S15a-1 [Chlorella sorokiniana], PRW59199.1 40S ribosomal S15a-4 [Chlorella sorokiniana]
OG0000618	Chlorella_Vulgaris2111P	QAXK01000835.1_1-309	KAI3438568.1 hypothetical protein D9Q98_000995 [Chlorella vulgaris], KAI3438569.1 hypothetical protein D9Q98_000996 [Chlorella vulgaris]
OG0000618	Micractinium_SAG24180	QAXK01000835.1_1-309	PSC73676.1 40S ribosomal S15a isoform B [Micractinium conductrix], PSC73675.1 40S ribosomal S15a isoform A [Micractinium conductrix]
OG0000626	Auxenochlorella_protothecoides	QAXK01003230.1_4778-8012	RMZ55093.1 hypothetical protein APUTEX25_005719 [Auxenochlorella protothecoides], RMZ53082.1 hypothetical protein APUTEX25_002491_ partial [Auxenochlorella protothecoides]
OG0000626	Chlorella_Vulgaris2111P	QAXK01003230.1_4778-8012	KAI3436093.1 hypothetical protein D9Q98_002151 [Chlorella vulgaris], KAI3430569.1 hypothetical protein D9Q98_005162 [Chlorella vulgaris]
OG0000626	Micractinium_SAG24180	QAXK01003230.1_4778-8012	PSC76267.1 lon protease-like protein peroxisomal [Micractinium conductrix], PSC76277.1 SDA1 [Micractinium conductrix]
OG0000626	Chlorella_Sorokiniana1602	QAXK01003230.1_4778-8012	PRW60112.1 lon protease-like protein peroxisomal [Chlorella sorokiniana], PRW32895.1 SDA1 [Chlorella sorokiniana]
OG0000626	Chlorella_VariabilisNC64A	QAXK01003230.1_4778-8012	XP_005845350.1 hypothetical protein CHLNCDRAFT_32275 [Chlorella variabilis], XP_005843990.1 hypothetical protein CHLNCDRAFT_27284 [Chlorella variabilis]
OG0000626	Scenedesmus_NREL	QAXK01003230.1_4778-8012	KAF6250382.1 hypothetical protein COO60DRAFT_1706034 [Scenedesmus sp. NREL 46B-D3], KAF6262746.1 SDA1-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000626	Scenedesmus_PABB004	QAXK01003230.1_4778-8012	KAF8058469.1 SDAD1 [Scenedesmus sp. PABB004]
OG0000626	Coccomyxa_SubellipsoideaC169	QAXK01003230.1_4778-8012	EIE25800.1 SDA1-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000635	Scenedesmus_NREL	QAXK01004870.1_4878-5513	KAF6252210.1 ribulose phosphate-3-epimerase chloroplast precursor [Scenedesmus sp. NREL 46B-D3], KAF6266665.1 Ribulose-phosphate 3-epimerase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0000635	Auxenochlorella_protothecoides	QAXK01004870.1_4878-5513	RMZ56144.1 hypothetical protein APUTEX25_004568 [Auxenochlorella protothecoides], RMZ53449.1 hypothetical protein APUTEX25_003271 [Auxenochlorella protothecoides]
OG0000635	Micractinium_SAG24180	QAXK01004870.1_4878-5513	PSC72390.1 ribulose-phosphate 3-chloroplastic-like [Micractinium conductrix]
OG0000635	Chlorella_Sorokiniana1602	QAXK01004870.1_4878-5513	PRW56800.1 Ribulose-phosphate 3- chloroplastic [Chlorella sorokiniana], PRW60648.1 Ribulose-phosphate 3- cytoplasmic isoform [Chlorella sorokiniana]
OG0000635	Chlorella_Vulgaris2111P	QAXK01004870.1_4878-5513	KAI3428114.1 hypothetical protein D9Q98_006497 [Chlorella vulgaris]
OG0000635	Chlorella_A99	QAXK01004870.1_4878-5513	PCFQ01000008.1 g1104 [Chlorella sp. A99], PCFQ01000022.1 g2332 [Chlorella sp. A99]
OG0000635	Chlorella_VariabilisNC64A	QAXK01004870.1_4878-5513	XP_005850070.1 ribulose-phosphate 3-epimerase mature form [Chlorella variabilis], XP_005851858.1 hypothetical protein CHLNCDRAFT_48415 [Chlorella variabilis]
OG0000635	Coccomyxa_SubellipsoideaC169	QAXK01004870.1_4878-5513	EIE20104.1 D-Ribulose-5-phosphate 3-epimerase [Coccomyxa subellipsoidea C-169]
OG0000635	Scenedesmus_PABB004	QAXK01004870.1_4878-5513	KAF8054980.1 hypothetical protein HT031_006870 [Scenedesmus sp. PABB004]
OG0000637	Scenedesmus_NREL	QAXK01001575.1_13855-13334	KAF6261646.1 hypothetical protein COO60DRAFT_1283019 [Scenedesmus sp. NREL 46B-D3], KAF6261640.1 acyl-CoA N-acyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0000637	Chlorella_Sorokiniana1602	QAXK01001575.1_13855-13334	PRW45665.1 N-alpha-acetyltransferase 20 [Chlorella sorokiniana]
OG0000637	Chlorella_Vulgaris2111P	QAXK01001575.1_13855-13334	KAI3425086.1 hypothetical protein D9Q98_008464 [Chlorella vulgaris], KAI3432760.1 hypothetical protein D9Q98_004300 [Chlorella vulgaris]
OG0000637	Chlorella_VariabilisNC64A	QAXK01001575.1_13855-13334	XP_005846769.1 hypothetical protein CHLNCDRAFT_48918 [Chlorella variabilis]
OG0000637	Micractinium_SAG24180	QAXK01001575.1_13855-13334	PSC69313.1 N-alpha-acetyltransferase 20 [Micractinium conductrix], PSC74139.1 adiponectin receptor 1b [Micractinium conductrix]
OG0000637	Chlorella_A99	QAXK01001575.1_13855-13334	PCFQ01000001.1 g952 [Chlorella sp. A99]
OG0000637	Auxenochlorella_protothecoides	QAXK01001575.1_13855-13334	RMZ53706.1 hypothetical protein APUTEX25_003240 [Auxenochlorella protothecoides], RMZ56338.1 hypothetical protein APUTEX25_004695 [Auxenochlorella protothecoides]
OG0000637	Coccomyxa_SubellipsoideaC169	QAXK01001575.1_13855-13334	EIE26327.1 hypothetical protein COCSUDRAFT_64439 [Coccomyxa subellipsoidea C-169], EIE19634.1 catalytic subunit of N-acetyltransferase [Coccomyxa subellipsoidea C-169]
OG0000637	Scenedesmus_PABB004	QAXK01001575.1_13855-13334	KAF8065666.1 NAA20 [Scenedesmus sp. PABB004]
OG0000638	Chlorella_VariabilisNC64A	QAXK01010124.1_10448-8669	XP_005843569.1 hypothetical protein CHLNCDRAFT_37406 [Chlorella variabilis]
OG0000638	Chlorella_Sorokiniana1602	QAXK01010124.1_10448-8669	PRW61620.1 MON2-like protein isoform X1 isoform B [Chlorella sorokiniana], PRW61621.1 MON2-like protein isoform X1 isoform A [Chlorella sorokiniana]
OG0000638	Scenedesmus_PABB004	QAXK01010124.1_10448-8669	KAF8065791.1 ABCI6 [Scenedesmus sp. PABB004], KAF8066343.1 mon2 [Scenedesmus sp. PABB004]
OG0000638	Scenedesmus_NREL	QAXK01010124.1_10448-8669	KAF6249193.1 iron-sulfur cluster assembly protein [Scenedesmus sp. NREL 46B-D3], KAF6265415.1 FAE1/Type III polyketide synthase-like protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000638	Auxenochlorella_protothecoides	QAXK01010124.1_10448-8669	RMZ56080.1 hypothetical protein APUTEX25_004504 [Auxenochlorella protothecoides], RMZ53764.1 hypothetical protein APUTEX25_003903_ partial [Auxenochlorella protothecoides]
OG0000638	Coccomyxa_SubellipsoideaC169	QAXK01010124.1_10448-8669	EIE18545.1 ABC family transporter _Fe-S assembly/SufBCD system_ [Coccomyxa subellipsoidea C-169], EIE25629.1 hypothetical protein COCSUDRAFT_83636 [Coccomyxa subellipsoidea C-169]
OG0000638	Micractinium_SAG24180	QAXK01010124.1_10448-8669	PSC70505.1 MON2-like protein isoform X1 [Micractinium conductrix]
OG0000638	Chlorella_A99	QAXK01010124.1_10448-8669	PCFQ01000011.1 g2775 [Chlorella sp. A99]
OG0000638	Chlorella_Vulgaris2111P	QAXK01010124.1_10448-8669	KAI3432606.1 hypothetical protein D9Q98_004153 [Chlorella vulgaris]
OG0000649	Chlorella_Sorokiniana1602	QAXK01000254.1_6101-3555	PRW59873.1 Diaminopimelate decarboxylase chloroplastic [Chlorella sorokiniana]
OG0000649	Scenedesmus_NREL	QAXK01000254.1_6101-3555	KAF6254392.1 triose-phosphate transporter family-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6258687.1 diaminopimelate decarboxylase [Scenedesmus sp. NREL 46B-D3]
OG0000649	Scenedesmus_PABB004	QAXK01000254.1_6101-3555	KAF8065957.1 hypothetical protein HT031_003018 [Scenedesmus sp. PABB004], KAF8059202.1 LYSA1 [Scenedesmus sp. PABB004]
OG0000649	Coccomyxa_SubellipsoideaC169	QAXK01000254.1_6101-3555	EIE21458.1 TPT-domain-containing protein [Coccomyxa subellipsoidea C-169], EIE21399.1 diaminopimelate decarboxylase [Coccomyxa subellipsoidea C-169]
OG0000649	Auxenochlorella_protothecoides	QAXK01000254.1_6101-3555	RMZ54291.1 hypothetical protein APUTEX25_001449 [Auxenochlorella protothecoides], RMZ54279.1 hypothetical protein APUTEX25_001437 [Auxenochlorella protothecoides]
OG0000649	Chlorella_Vulgaris2111P	QAXK01000254.1_6101-3555	KAI3436300.1 hypothetical protein D9Q98_002353 [Chlorella vulgaris], KAI3436301.1 hypothetical protein D9Q98_002354 [Chlorella vulgaris]
OG0000649	Chlorella_A99	QAXK01000254.1_6101-3555	PCFQ01000078.1 g2215 [Chlorella sp. A99]
OG0000649	Chlorella_VariabilisNC64A	QAXK01000254.1_6101-3555	XP_005845245.1 hypothetical protein CHLNCDRAFT_58576 [Chlorella variabilis]
OG0000649	Micractinium_SAG24180	QAXK01000254.1_6101-3555	PSC73006.1 diaminopimelate decarboxylase chloroplastic-like [Micractinium conductrix]
OG0000653	Chlorella_A99	QAXK01000123.1_7289-10291	PCFQ01000037.1 g2490 [Chlorella sp. A99]
OG0000653	Auxenochlorella_protothecoides	QAXK01000123.1_7289-10291	RMZ54477.1 hypothetical protein APUTEX25_002053_ partial [Auxenochlorella protothecoides]
OG0000653	Chlorella_VariabilisNC64A	QAXK01000123.1_7289-10291	XP_005847351.1 hypothetical protein CHLNCDRAFT_134577 [Chlorella variabilis]
OG0000653	Scenedesmus_PABB004	QAXK01000123.1_7289-10291	KAF8072900.1 asd [Scenedesmus sp. PABB004], KAF8064545.1 Ank3 [Scenedesmus sp. PABB004]
OG0000653	Scenedesmus_NREL	QAXK01000123.1_7289-10291	KAF6266722.1 aspartate semialdehyde dehydrogenase [Scenedesmus sp. NREL 46B-D3], KAF6258595.1 hypothetical protein COO60DRAFT_1101716 [Scenedesmus sp. NREL 46B-D3]
OG0000653	Chlorella_Sorokiniana1602	QAXK01000123.1_7289-10291	PRW44268.1 aspartate-semialdehyde dehydrogenase-like [Chlorella sorokiniana], PRW59105.1 iodothyronine deiodinase [Chlorella sorokiniana]
OG0000653	Chlorella_Vulgaris2111P	QAXK01000123.1_7289-10291	KAI3428422.1 hypothetical protein D9Q98_007249 [Chlorella vulgaris], KAI3428423.1 hypothetical protein D9Q98_007250 [Chlorella vulgaris]
OG0000653	Micractinium_SAG24180	QAXK01000123.1_7289-10291	PSC69951.1 aspartate-semialdehyde dehydrogenase-like [Micractinium conductrix]
OG0000653	Coccomyxa_SubellipsoideaC169	QAXK01000123.1_7289-10291	EIE23023.1 aspartate semialdehyde dehydrogenase [Coccomyxa subellipsoidea C-169], EIE22955.1 hypothetical protein COCSUDRAFT_47454 [Coccomyxa subellipsoidea C-169]
OG0000654	Chlorella_VariabilisNC64A	QAXK01000799.1_92299-89512	XP_005851510.1 hypothetical protein CHLNCDRAFT_137921 [Chlorella variabilis], XP_005851509.1 hypothetical protein CHLNCDRAFT_137920 [Chlorella variabilis]
OG0000654	Chlorella_Vulgaris2111P	QAXK01000799.1_92299-89512	KAI3433576.1 hypothetical protein D9Q98_003387 [Chlorella vulgaris], KAI3433577.1 hypothetical protein D9Q98_003388 [Chlorella vulgaris]
OG0000654	Chlorella_Sorokiniana1602	QAXK01000799.1_92299-89512	PRW58479.1 ligase [Chlorella sorokiniana], PRW58378.1 splicing RNP complex component [Chlorella sorokiniana]
OG0000654	Micractinium_SAG24180	QAXK01000799.1_92299-89512	PSC68286.1 ligase [Micractinium conductrix]
OG0000654	Auxenochlorella_protothecoides	QAXK01000799.1_92299-89512	RMZ54551.1 hypothetical protein APUTEX25_002126 [Auxenochlorella protothecoides]
OG0000654	Chlorella_A99	QAXK01000799.1_92299-89512	PCFQ01000058.1 g112 [Chlorella sp. A99]
OG0000654	Coccomyxa_SubellipsoideaC169	QAXK01000799.1_92299-89512	EIE22826.1 Mur ligase [Coccomyxa subellipsoidea C-169], EIE27174.1 hypothetical protein COCSUDRAFT_55196 [Coccomyxa subellipsoidea C-169]
OG0000654	Scenedesmus_NREL	QAXK01000799.1_92299-89512	KAF6256078.1 Mur ligase [Scenedesmus sp. NREL 46B-D3], KAF6259155.1 hypothetical protein COO60DRAFT_1460310 [Scenedesmus sp. NREL 46B-D3]
OG0000654	Scenedesmus_PABB004	QAXK01000799.1_92299-89512	KAF8072386.1 ncbp3 [Scenedesmus sp. PABB004]
OG0000660	Scenedesmus_NREL	QAXK01014960.1_11495-10348	KAF6256393.1 leucine-rich repeat family protein [Scenedesmus sp. NREL 46B-D3], KAF6266345.1 component of 80S ribosome and 40S small subunit [Scenedesmus sp. NREL 46B-D3], KAF6257922.1 hypothetical protein COO60DRAFT_1521190_ partial [Scenedesmus sp. NREL 46B-D3]
OG0000660	Chlorella_VariabilisNC64A	QAXK01014960.1_11495-10348	XP_005847363.1 40S ribosomal protein S27 [Chlorella variabilis]
OG0000660	Micractinium_SAG24180	QAXK01014960.1_11495-10348	PSC75572.1 40S ribosomal S27-2 [Micractinium conductrix], PSC75573.1 plant intracellular Ras-group-related LRR 7-like [Micractinium conductrix]
OG0000660	Chlorella_Vulgaris2111P	QAXK01014960.1_11495-10348	KAI3428772.1 hypothetical protein D9Q98_007593 [Chlorella vulgaris], KAI3428771.1 hypothetical protein D9Q98_007592 [Chlorella vulgaris]
OG0000660	Auxenochlorella_protothecoides	QAXK01014960.1_11495-10348	RMZ55058.1 hypothetical protein APUTEX25_005684 [Auxenochlorella protothecoides]
OG0000660	Chlorella_Sorokiniana1602	QAXK01014960.1_11495-10348	PRW05815.1 plant intracellular Ras-group-related LRR 7 isoform A [Chlorella sorokiniana], PRW05814.1 plant intracellular Ras-group-related LRR 7 isoform B [Chlorella sorokiniana]
OG0000660	Coccomyxa_SubellipsoideaC169	QAXK01014960.1_11495-10348	EIE27006.1 ribosomal protein S27 isoform B component of 80S ribosome and 40S small subunit [Coccomyxa subellipsoidea C-169], EIE27005.1 hypothetical protein COCSUDRAFT_27353 [Coccomyxa subellipsoidea C-169], EIE25175.1 leucine-rich repeat family protein [Coccomyxa subellipsoidea C-169]
OG0000661	Scenedesmus_PABB004	QAXK01004242.1_3727-7707	KAF8071310.1 ODA9 [Scenedesmus sp. PABB004]
OG0000661	Scenedesmus_NREL	QAXK01004242.1_3727-7707	KAF6261306.1 hypothetical protein COO60DRAFT_1699870 [Scenedesmus sp. NREL 46B-D3]
OG0000661	Auxenochlorella_protothecoides	QAXK01004242.1_3727-7707	RMZ55081.1 hypothetical protein APUTEX25_005707 [Auxenochlorella protothecoides]
OG0000661	Micractinium_SAG24180	QAXK01004242.1_3727-7707	PSC71826.1 Guanine nucleotide-binding -like 3 [Micractinium conductrix]
OG0000661	Coccomyxa_SubellipsoideaC169	QAXK01004242.1_3727-7707	EIE23777.1 P-loop containing nucleoside triphosphate hydrolase protein [Coccomyxa subellipsoidea C-169], EIE23823.1 hypothetical protein COCSUDRAFT_83698 [Coccomyxa subellipsoidea C-169]
OG0000661	Chlorella_VariabilisNC64A	QAXK01004242.1_3727-7707	XP_005844719.1 hypothetical protein CHLNCDRAFT_32463 [Chlorella variabilis], XP_005844720.1 hypothetical protein CHLNCDRAFT_138688 [Chlorella variabilis]
OG0000661	Chlorella_Vulgaris2111P	QAXK01004242.1_3727-7707	KAI3430851.1 hypothetical protein D9Q98_009261 [Chlorella vulgaris], KAI3430852.1 hypothetical protein D9Q98_009262 [Chlorella vulgaris]
OG0000661	Chlorella_Sorokiniana1602	QAXK01004242.1_3727-7707	PRW20978.1 guanine nucleotide-binding -like NSN1 [Chlorella sorokiniana], PRW21071.1 glycerophosphodiesterase GDE1 isoform A [Chlorella sorokiniana], PRW21072.1 glycerophosphodiesterase GDE1 isoform B [Chlorella sorokiniana]
OG0000661	Chlorella_A99	QAXK01004242.1_3727-7707	PCFQ01000079.1 g1400 [Chlorella sp. A99]
OG0000662	Chlorella_Vulgaris2111P	QAXK01000452.1_6301-4533	KAI3429858.1 hypothetical protein D9Q98_010169 [Chlorella vulgaris], KAI3423953.1 hypothetical protein D9Q98_009787 [Chlorella vulgaris]
OG0000662	Chlorella_Sorokiniana1602	QAXK01000452.1_6301-4533	PRW60336.1 glycerol transporter [Chlorella sorokiniana], PRW32674.1 plant MCA23-20 [Chlorella sorokiniana]
OG0000662	Micractinium_SAG24180	QAXK01000452.1_6301-4533	PSC68501.1 plant MCA23-20 [Micractinium conductrix], PSC76402.1 plant MCA23-20 [Micractinium conductrix]
OG0000662	Chlorella_VariabilisNC64A	QAXK01000452.1_6301-4533	XP_005851960.1 hypothetical protein CHLNCDRAFT_29389 [Chlorella variabilis], XP_005843043.1 hypothetical protein CHLNCDRAFT_141599 [Chlorella variabilis]
OG0000662	Coccomyxa_SubellipsoideaC169	QAXK01000452.1_6301-4533	EIE24358.1 DUF1350-domain-containing protein [Coccomyxa subellipsoidea C-169]
OG0000662	Scenedesmus_NREL	QAXK01000452.1_6301-4533	KAF6249725.1 hypothetical protein COO60DRAFT_1706386 [Scenedesmus sp. NREL 46B-D3], KAF6256312.1 hypothetical protein COO60DRAFT_1627219 [Scenedesmus sp. NREL 46B-D3]
OG0000662	Scenedesmus_PABB004	QAXK01000452.1_6301-4533	KAF8058854.1 hypothetical protein HT031_005422 [Scenedesmus sp. PABB004], KAF8056431.1 hypothetical protein HT031_006288 [Scenedesmus sp. PABB004]
OG0000662	Auxenochlorella_protothecoides	QAXK01000452.1_6301-4533	RMZ55110.1 hypothetical protein APUTEX25_005388 [Auxenochlorella protothecoides]
OG0000664	Scenedesmus_PABB004	QAXK01015723.1_3192-4172	KAF8065536.1 wdr82 [Scenedesmus sp. PABB004]
OG0000664	Scenedesmus_NREL	QAXK01015723.1_3192-4172	KAF6249780.1 hypothetical protein COO60DRAFT_1579329 [Scenedesmus sp. NREL 46B-D3], KAF6257804.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]
OG0000664	Chlorella_A99	QAXK01015723.1_3192-4172	PCFQ01000006.1 g3234 [Chlorella sp. A99]
OG0000664	Coccomyxa_SubellipsoideaC169	QAXK01015723.1_3192-4172	EIE25790.1 histone H3 methyltransferase complex and RNA cleavage factor II complex_ subunit SWD2 [Coccomyxa subellipsoidea C-169], EIE24950.1 Pkinase-domain-containing protein [Coccomyxa subellipsoidea C-169]
