Orthogroup	Scenedesmus_PABB004	Chlorella_Sorokiniana1602
OG0000985	KAF8068462.1 PP7 [Scenedesmus sp. PABB004]	PRW55944.1 serine threonine- phosphatase 7 [Chlorella sorokiniana], PRW05857.1 Serine threonine- phosphatase 7 [Chlorella sorokiniana]
OG0000986	KAF8064656.1 yfkN [Scenedesmus sp. PABB004]	PRW57547.1 5 -nucleotidase [Chlorella sorokiniana], PRW59853.1 5 -nucleotidase [Chlorella sorokiniana]
OG0000987	KAF8065731.1 CLPB3 [Scenedesmus sp. PABB004]	PRW59672.1 chaperone chloroplastic-like [Chlorella sorokiniana]
OG0000992	KAF8058331.1 CBSX3 [Scenedesmus sp. PABB004]	PRW60461.1 DNAJ heat shock family [Chlorella sorokiniana], PRW60603.1 CBS domain-containing mitochondrial [Chlorella sorokiniana]
OG0000993	KAF8061888.1 DAW1 [Scenedesmus sp. PABB004]	PRW58065.1 Argininosuccinate synthase isoform A [Chlorella sorokiniana], PRW58066.1 Argininosuccinate synthase isoform B [Chlorella sorokiniana]
OG0000994	KAF8056006.1 lactoylglutathione lyase [Scenedesmus sp. PABB004]	PRW33813.1 putative lactoylglutathione chloroplastic [Chlorella sorokiniana]
OG0000996	KAF8066162.1 hypothetical protein HT031_002484 [Scenedesmus sp. PABB004]	PRW61047.1 glycosyl transferase [Chlorella sorokiniana]
OG0000998	KAF8069534.1 cdkal1 [Scenedesmus sp. PABB004]	PRW56296.1 threonylcarbamoyladenosine tRNA methylthiotransferase [Chlorella sorokiniana]
OG0000998	KAF8072556.1 Glycosyltransferase-like protein [Scenedesmus sp. PABB004]	PRW56345.1 glycosyltransferase-like protein [Chlorella sorokiniana]
OG0000999	KAF8056779.1 hypothetical protein HT031_006277 [Scenedesmus sp. PABB004]	PRW18312.1 MFS transporter [Chlorella sorokiniana]
OG0001001	KAF8071270.1 AZG1 [Scenedesmus sp. PABB004]	PRW33919.1 peptidase M20 [Chlorella sorokiniana]
OG0001002	KAF8072496.1 hypothetical protein HT031_000155 [Scenedesmus sp. PABB004]	PRW33990.1 hypothetical protein C2E21_7448 [Chlorella sorokiniana]
OG0001003	KAF8067132.1 trehalase [Scenedesmus sp. PABB004]	PRW60783.1 Trehalase [Chlorella sorokiniana], PRW32561.1 putative trehalase [Chlorella sorokiniana]
OG0001004	KAF8069586.1 VH-PTP13 [Scenedesmus sp. PABB004]	PRW34102.1 Dual specificity phosphatase 1 isoform 2 [Chlorella sorokiniana]
OG0001006	KAF8068308.1 hypothetical protein HT031_001995 [Scenedesmus sp. PABB004]	PRW56830.1 chitobiosyldiphosphodolichol beta-mannosyltransferase-like isoform X1 [Chlorella sorokiniana], PRW56488.1 glyoxysomal fatty acid beta-oxidation multifunctional MFP-a [Chlorella sorokiniana]
OG0001007	KAF8067406.1 cka1 [Scenedesmus sp. PABB004], KAF8055584.1 HD6 [Scenedesmus sp. PABB004]	PRW61486.1 CPD photolyase isoform C [Chlorella sorokiniana], PRW61487.1 CPD photolyase isoform B [Chlorella sorokiniana]
OG0001010	KAF8073109.1 UGD1 [Scenedesmus sp. PABB004]	PRW59391.1 UDP-glucose dehydrogenase [Chlorella sorokiniana], PRW61304.1 UDP-glucose dehydrogenase [Chlorella sorokiniana]
OG0001011	KAF8058874.1 ILL5 [Scenedesmus sp. PABB004]	PRW20779.1 IAA-amino acid hydrolase ILR1-like 3 [Chlorella sorokiniana]
OG0001012	KAF8063007.1 dapb1 [Scenedesmus sp. PABB004]	PRW44844.1 prolyl endopeptidase-like isoform B [Chlorella sorokiniana], PRW44843.1 prolyl endopeptidase-like isoform A [Chlorella sorokiniana]
OG0001013	KAF8073164.1 GTP-binding protein [Scenedesmus sp. PABB004]	PRW58204.1 GTP-binding protein [Chlorella sorokiniana]
OG0001014	KAF8071353.1 hypothetical protein HT031_001437 [Scenedesmus sp. PABB004]	PRW44593.1 CAAX amino terminal protease family [Chlorella sorokiniana]
OG0001014	KAF8057153.1 CPK2 [Scenedesmus sp. PABB004]	PRW57354.1 DUF563 domain [Chlorella sorokiniana]
OG0001015	KAF8065818.1 tun [Scenedesmus sp. PABB004]	PRW59055.1 N-terminal glutamine amidohydrolase [Chlorella sorokiniana]
OG0001016	KAF8055287.1 RBCS-2 [Scenedesmus sp. PABB004]	PRW60509.1 ribulose-1_5-bisphosphate carboxylase/oxygenase small subunit [Chlorella sorokiniana], PRW60779.1 ribulose bisphosphate small subunit precursor [Chlorella sorokiniana]
OG0001017	KAF8056831.1 Nek8 [Scenedesmus sp. PABB004]	PRW59847.1 2-hydroxy-6-oxo-6-phenylhexa-2_4-dienoate hydrolase [Chlorella sorokiniana], PRW60777.1 2-hydroxy-6-oxo-6-phenylhexa-2_4-dienoate hydrolase [Chlorella sorokiniana]
OG0001019	KAF8071323.1 H1A [Scenedesmus sp. PABB004], KAF8061970.1 H1B [Scenedesmus sp. PABB004]	PRW32934.1 Elongation factor 4 [Chlorella sorokiniana]
OG0001021	KAF8068320.1 gap3 [Scenedesmus sp. PABB004], KAF8068316.1 gap3 [Scenedesmus sp. PABB004]	PRW57505.1 major facilitator transporter [Chlorella sorokiniana], PRW57280.1 type I glyceraldehyde-3-phosphate dehydrogenase [Chlorella sorokiniana]
OG0001022	KAF8072879.1 CCD8B [Scenedesmus sp. PABB004]	PRW59383.1 Carotenoid cleavage dioxygenase 8 [Chlorella sorokiniana]
OG0001023	KAF8054608.1 phosphoglycerate mutase-like protein [Scenedesmus sp. PABB004], KAF8067106.1 phosphoglycerate mutase-like protein [Scenedesmus sp. PABB004]	PRW57633.1 glycerolphosphate mutase [Chlorella sorokiniana], PRW44449.1 phosphoglycerate mutase [Chlorella sorokiniana]
OG0001024	KAF8065806.1 Fbxo31 [Scenedesmus sp. PABB004]	PRW60854.1 PTS beta-glucoside transporter subunit EIIBCA [Chlorella sorokiniana], PRW60251.1 non-classical export Nce102 [Chlorella sorokiniana], PRW44544.1 MARVEL-like domain [Chlorella sorokiniana], PRW44363.1 ABC transporter ATP-binding [Chlorella sorokiniana]
OG0001025	KAF8055278.1 CML21 [Scenedesmus sp. PABB004]	PRW55928.1 putative calcium-binding CML21 [Chlorella sorokiniana]
OG0001026	KAF8055090.1 OCA2 [Scenedesmus sp. PABB004]	PRW60674.1 cyclopropane-fatty-acyl-phospholipid synthase [Chlorella sorokiniana], PRW59766.1 citrate transporter [Chlorella sorokiniana]
OG0001028	KAF8067171.1 msrB [Scenedesmus sp. PABB004]	PRW33723.1 methionine sulfoxide reductase B [Chlorella sorokiniana]
OG0001029	KAF8065565.1 Wdr78 [Scenedesmus sp. PABB004]	PRW45097.1 wd repeat-containing 78 [Chlorella sorokiniana]
OG0001030	KAF8064617.1 Klhl12 [Scenedesmus sp. PABB004]	PRW60562.1 kelch 10 [Chlorella sorokiniana]
OG0001031	KAF8055275.1 ENT6 [Scenedesmus sp. PABB004], KAF8069407.1 ETN8 [Scenedesmus sp. PABB004]	PRW20550.1 Equilibrative nucleoside transporter 4 [Chlorella sorokiniana], PRW59073.1 equilibrative nucleotide transporter 8 [Chlorella sorokiniana]
OG0001032	KAF8062748.1 hypothetical protein HT031_004078 [Scenedesmus sp. PABB004]	PRW34095.1 zinc finger with UFM1-specific peptidase domain [Chlorella sorokiniana]
OG0001033	KAF8062956.1 CPLS1 [Scenedesmus sp. PABB004]	PRW39243.1 metalloprotease 1 [Chlorella sorokiniana], PRW39223.1 ATP-dependent Clp protease adapter chloroplastic [Chlorella sorokiniana]
OG0001035	KAF8068217.1 hypothetical protein HT031_001903 [Scenedesmus sp. PABB004]	PRW45023.1 glucuronyl hydrolase [Chlorella sorokiniana]
OG0001036	KAF8063675.1 hypothetical protein HT031_003530 [Scenedesmus sp. PABB004]	PRW50781.1 alpha beta-hydrolase isoform B [Chlorella sorokiniana], PRW50780.1 alpha beta-hydrolase isoform A [Chlorella sorokiniana]
OG0001037	KAF8057131.1 hypothetical protein HT031_006140 [Scenedesmus sp. PABB004]	PRW50788.1 Uroporphyrinogen-III chloroplastic isoform D [Chlorella sorokiniana], PRW50789.1 Uroporphyrinogen-III chloroplastic isoform A [Chlorella sorokiniana], PRW50787.1 Uroporphyrinogen-III chloroplastic isoform B [Chlorella sorokiniana], PRW50790.1 Uroporphyrinogen-III chloroplastic isoform C [Chlorella sorokiniana]
OG0001042	KAF8070925.1 arabinosyltransferase [Scenedesmus sp. PABB004]	PRW61069.1 hypothetical protein C2E21_0568 [Chlorella sorokiniana], PRW61070.1 hypothetical protein C2E21_0568 [Chlorella sorokiniana]
OG0001043	KAF8066273.1 amtB [Scenedesmus sp. PABB004]	PRW61429.1 ammonium transporter [Chlorella sorokiniana]
OG0001052	KAF8056760.1 TGD2 [Scenedesmus sp. PABB004], KAF8056764.1 RD21A [Scenedesmus sp. PABB004], KAF8056772.1 hypothetical protein HT031_006270 [Scenedesmus sp. PABB004], KAF8056774.1 hypothetical protein HT031_006272 [Scenedesmus sp. PABB004]	PRW56079.1 NUDIX hydrolase domain-like [Chlorella sorokiniana]
OG0001054	KAF8056785.1 1-acyl-sn-glycerol-3-phosphate acyltransferase [Scenedesmus sp. PABB004]	PRW20695.1 mitochondrial substrate carrier [Chlorella sorokiniana]
OG0001056	KAF8057282.1 FOLD2 [Scenedesmus sp. PABB004], KAF8063044.1 FOLD2 [Scenedesmus sp. PABB004]	PRW44475.1 tetrahydrofolate dehydrogenase cyclohydrolase [Chlorella sorokiniana]
OG0001057	KAF8067227.1 hypothetical protein HT031_002274 [Scenedesmus sp. PABB004]	PRW45009.1 MPN domain-containing [Chlorella sorokiniana]
OG0001058	KAF8073240.1 hypothetical protein HT031_000901 [Scenedesmus sp. PABB004]	PRW61344.1 PUB domain [Chlorella sorokiniana], PRW20553.1 hypothetical protein C2E21_8918 [Chlorella sorokiniana], PRW60996.1 hypothetical protein C2E21_0371 [Chlorella sorokiniana]
OG0001059	KAF8070997.1 hypothetical protein HT031_001078 [Scenedesmus sp. PABB004]	PRW56086.1 E3 ubiquitin- ligase SHPRH isoform X1 [Chlorella sorokiniana]
OG0001060	KAF8063090.1 AIP1 [Scenedesmus sp. PABB004], KAF8061128.1 hypothetical protein HT031_004589 [Scenedesmus sp. PABB004], KAF8060275.1 hly [Scenedesmus sp. PABB004]	PRW61181.1 DEAD-box ATP-dependent RNA helicase 15-like isoform X1 [Chlorella sorokiniana]
OG0001061	KAF8065444.1 40S ribosomal protein S3a [Scenedesmus sp. PABB004]	PRW39385.1 40S ribosomal S3a-2 isoform A [Chlorella sorokiniana], PRW39386.1 40S ribosomal S3a-2 isoform B [Chlorella sorokiniana]
OG0001062	KAF8063085.1 smkA [Scenedesmus sp. PABB004]	PRW61604.1 Serine threonine- phosphatase 4 regulatory subunit 3 [Chlorella sorokiniana]
OG0001063	KAF8068343.1 selD1 [Scenedesmus sp. PABB004]	PRW20680.1 water dikinase [Chlorella sorokiniana]
OG0001064	KAF8063764.1 SPP1 [Scenedesmus sp. PABB004]	PRW61442.1 signal peptide peptidase-like [Chlorella sorokiniana]
OG0001065	KAF8060053.1 ML1 [Scenedesmus sp. PABB004]	PRW61306.1 MEI2-like 1 isoform X1 [Chlorella sorokiniana], PRW59072.1 MEI2-like 1 [Chlorella sorokiniana]
OG0001067	KAF8059991.1 rsph10b [Scenedesmus sp. PABB004], KAF8059981.1 ABCF1 [Scenedesmus sp. PABB004]	PRW61109.1 ATP-binding cassette [Chlorella sorokiniana]
OG0001068	KAF8063801.1 NSE4A [Scenedesmus sp. PABB004]	PRW56062.1 non-structural maintenance of chromosomes element 4-like protein A-like [Chlorella sorokiniana]
OG0001069	KAF8072987.1 GLO5 [Scenedesmus sp. PABB004]	PRW60891.1 Dual specificity kinase splA isoform B [Chlorella sorokiniana], PRW60892.1 Dual specificity kinase splA isoform A [Chlorella sorokiniana]
OG0001072	KAF8060362.1 BMS1 [Scenedesmus sp. PABB004]	PRW58959.1 ribosome biogenesis BMS1-like protein [Chlorella sorokiniana]
OG0001074	KAF8073133.1 SAMS2 [Scenedesmus sp. PABB004], KAF8058429.1 hypothetical protein HT031_005553 [Scenedesmus sp. PABB004]	PRW57411.1 S-adenosylmethionine synthetase [Chlorella sorokiniana]
OG0001076	KAF8068411.1 hypothetical protein HT031_002100 [Scenedesmus sp. PABB004]	PRW57444.1 hypothetical protein C2E21_4037 [Chlorella sorokiniana]
OG0001077	KAF8055758.1 KIN14F [Scenedesmus sp. PABB004]	PRW50920.1 kinesin KP1-like [Chlorella sorokiniana]
OG0001079	KAF8056112.1 pantothenate kinase 2 [Scenedesmus sp. PABB004]	PRW59429.1 Pantothenate kinase 2 [Chlorella sorokiniana]
OG0001080	KAF8068344.1 PPIP5K1 [Scenedesmus sp. PABB004], KAF8059699.1 VIP2 [Scenedesmus sp. PABB004]	PRW58968.1 Phosphoglycerate mutase-like family isoform 1 [Chlorella sorokiniana]
OG0001081	KAF8063678.1 CCT2 [Scenedesmus sp. PABB004]	PRW33528.1 choline-phosphate cytidylyltransferase 1 [Chlorella sorokiniana]
OG0001082	KAF8073167.1 ATP synthase subunit delta [Scenedesmus sp. PABB004]	PRW60568.1 ATP synthase subunit delta mitochondrial-like [Chlorella sorokiniana]
OG0001083	KAF8059193.1 CDK5RAP3-like protein [Scenedesmus sp. PABB004]	PRW59501.1 CDK5RAP3 isoform B [Chlorella sorokiniana], PRW59500.1 CDK5RAP3 isoform A [Chlorella sorokiniana]
OG0001085	KAF8072391.1 SOP1 [Scenedesmus sp. PABB004]	PRW45357.1 caleosin domain containing [Chlorella sorokiniana]
OG0001086	KAF8054876.1 MMD1 [Scenedesmus sp. PABB004]	PRW21067.1 PHD finger protein isoform B [Chlorella sorokiniana], PRW21066.1 PHD finger protein isoform C [Chlorella sorokiniana], PRW21068.1 PHD finger protein isoform A [Chlorella sorokiniana]
OG0001087	KAF8066355.1 RSP14 [Scenedesmus sp. PABB004], KAF8073191.1 hypothetical protein HT031_000852 [Scenedesmus sp. PABB004]	PRW59386.1 TLC ATP ADP transporter [Chlorella sorokiniana]
OG0001089	KAF8067239.1 SEL1L [Scenedesmus sp. PABB004]	PRW60402.1 Sel-1 1 [Chlorella sorokiniana]
OG0001092	KAF8057127.1 hypothetical protein HT031_006136 [Scenedesmus sp. PABB004]	PRW60020.1 Serine threonine- kinase TOR [Chlorella sorokiniana]
OG0001094	KAF8072914.1 GAL1 [Scenedesmus sp. PABB004], KAF8072885.1 GAL1 [Scenedesmus sp. PABB004]	PRW59155.1 Galactokinase [Chlorella sorokiniana]
OG0001095	KAF8071286.1 hypothetical protein HT031_001369 [Scenedesmus sp. PABB004], KAF8058433.1 eukaryotic translation initiation factor 5-1 [Scenedesmus sp. PABB004]	PRW20878.1 eukaryotic translation initiation factor 5 [Chlorella sorokiniana]
OG0001096	KAF8067426.1 mnd1 [Scenedesmus sp. PABB004], KAF8067425.1 hypothetical protein HT031_002473 [Scenedesmus sp. PABB004]	PRW60566.1 meiotic nuclear division 1-like protein [Chlorella sorokiniana]
OG0001097	KAF8072674.1 CFAP20 [Scenedesmus sp. PABB004], KAF8057721.1 Bug22 [Scenedesmus sp. PABB004]	PRW45527.1 UPF0468 [Chlorella sorokiniana]
OG0001098	KAF8067259.1 3-oxoacyl-[acyl-carrier-protein] reductase [Scenedesmus sp. PABB004]	PRW44528.1 3-oxoacyl-[acyl-carrier] reductase 4-like [Chlorella sorokiniana], PRW60823.1 3-oxoacyl-[acyl-carrier] reductase 4-like [Chlorella sorokiniana]
OG0001099	KAF8063747.1 NRPB3 [Scenedesmus sp. PABB004]	PRW51041.1 DNA-directed RNA polymerases IV and V subunit 3 [Chlorella sorokiniana]
OG0001100	KAF8064603.1 CFAP61 [Scenedesmus sp. PABB004]	PRW60302.1 kinase [Chlorella sorokiniana]
OG0001101	KAF8066359.1 EIF3D [Scenedesmus sp. PABB004]	PRW33071.1 eukaryotic translation initiation factor 3 subunit D-like [Chlorella sorokiniana]
OG0001103	KAF8064568.1 TMN7 [Scenedesmus sp. PABB004], KAF8062046.1 TMN7 [Scenedesmus sp. PABB004]	PRW59585.1 transmembrane 9 superfamily member 7 [Chlorella sorokiniana]
OG0001104	KAF8062048.1 ArgJ [Scenedesmus sp. PABB004]	PRW60578.1 arginine biosynthesis bifunctional chloroplastic [Chlorella sorokiniana]
OG0001105	KAF8071039.1 Usp2 [Scenedesmus sp. PABB004]	PRW61209.1 OPI10-like protein [Chlorella sorokiniana]
OG0001108	KAF8072437.1 ccnb1 [Scenedesmus sp. PABB004]	PRW57450.1 chitin [Chlorella sorokiniana], PRW57796.1 Polysaccharide deacetylase domain-containing [Chlorella sorokiniana]
OG0001109	KAF8067312.1 TAF1 [Scenedesmus sp. PABB004]	PRW61591.1 Transcription initiation factor TFIID subunit 1 isoform A [Chlorella sorokiniana], PRW61593.1 Transcription initiation factor TFIID subunit 1 isoform C [Chlorella sorokiniana], PRW61592.1 Transcription initiation factor TFIID subunit 1 isoform B [Chlorella sorokiniana]
OG0001110	KAF8068293.1 hypothetical protein HT031_001980 [Scenedesmus sp. PABB004]	PRW33002.1 kelch motif [Chlorella sorokiniana]
OG0001112	KAF8065447.1 ODA6 [Scenedesmus sp. PABB004]	PRW57301.1 dynein intermediate chain axonemal isoform B [Chlorella sorokiniana], PRW57300.1 dynein intermediate chain axonemal isoform A [Chlorella sorokiniana]
OG0001113	KAF8068265.1 Insoluble matrix shell protein 1 [Scenedesmus sp. PABB004], KAF8068295.1 Insoluble matrix shell protein 1 [Scenedesmus sp. PABB004]	PRW05765.1 neuroendocrine convertase 1 [Chlorella sorokiniana]
OG0001114	KAF8063861.1 tatD [Scenedesmus sp. PABB004]	PRW60285.1 DNase [Chlorella sorokiniana], PRW59015.1 deoxyribonuclease TATDN1 [Chlorella sorokiniana]
OG0001117	KAF8061421.1 APC8 [Scenedesmus sp. PABB004]	PRW61416.1 anaphase-promoting complex subunit 8-like [Chlorella sorokiniana]
OG0001118	KAF8061901.1 P4H6 [Scenedesmus sp. PABB004]	PRW57009.1 putative prolyl 4-hydroxylase 6 [Chlorella sorokiniana]
OG0001119	KAF8067405.1 hypothetical protein HT031_002453 [Scenedesmus sp. PABB004], KAF8061967.1 NUG2 [Scenedesmus sp. PABB004]	PRW57278.1 Nucleolar GTP-binding 2 [Chlorella sorokiniana]
OG0001120	KAF8071210.1 NRPB11 [Scenedesmus sp. PABB004]	PRW61130.1 DNA-directed RNA polymerases IV and V subunit 11 [Chlorella sorokiniana]
OG0001122	KAF8071278.1 UPF2 [Scenedesmus sp. PABB004]	PRW20826.1 hypothetical protein C2E21_8537 [Chlorella sorokiniana], PRW57003.1 regulator of nonsense transcripts UPF2 [Chlorella sorokiniana]
OG0001123	KAF8067237.1 CDC5 [Scenedesmus sp. PABB004]	PRW60454.1 cell division cycle 5 isoform B [Chlorella sorokiniana], PRW60453.1 cell division cycle 5 isoform A [Chlorella sorokiniana]
OG0001124	KAF8057734.1 pcl1 [Scenedesmus sp. PABB004]	PRW59747.1 Fe_2+_ _Mn2+_ transporter pcl1 [Chlorella sorokiniana]
OG0001125	KAF8056351.1 IDH1 [Scenedesmus sp. PABB004], KAF8056446.1 IDH6 [Scenedesmus sp. PABB004]	PRW57886.1 Isocitrate dehydrogenase [NAD] catalytic subunit mitochondrial [Chlorella sorokiniana]
OG0001127	KAF8073224.1 GapC [Scenedesmus sp. PABB004]	PRW33588.1 Glyceraldehyde-3-phosphate cytosolic [Chlorella sorokiniana]
OG0001128	KAF8062010.1 TMBIM6 [Scenedesmus sp. PABB004]	PRW45531.1 bax inhibitor 1-like [Chlorella sorokiniana]
OG0001129	KAF8056130.1 hypothetical protein HT031_006481 [Scenedesmus sp. PABB004]	PRW33297.1 O-glucosyltransferase rumi [Chlorella sorokiniana]
OG0001131	KAF8071382.1 SRP68 [Scenedesmus sp. PABB004]	PRW56109.1 Signal recognition particle subunit SRP68 isoform B [Chlorella sorokiniana], PRW56110.1 Signal recognition particle subunit SRP68 isoform A [Chlorella sorokiniana]
OG0001133	KAF8058941.1 tuf [Scenedesmus sp. PABB004]	PRW56031.1 elongation factor mitochondrial [Chlorella sorokiniana]
OG0001134	KAF8067210.1 CAND1 [Scenedesmus sp. PABB004]	PRW59352.1 cullin-associated NEDD8-dissociated 1 isoform A [Chlorella sorokiniana], PRW59351.1 cullin-associated NEDD8-dissociated 1 isoform B [Chlorella sorokiniana]
OG0001137	KAF8060101.1 GLCNAC1PUT2 [Scenedesmus sp. PABB004]	PRW59645.1 UDP-N-acetylglucosamine diphosphorylase 2-like isoform B [Chlorella sorokiniana], PRW59646.1 UDP-N-acetylglucosamine diphosphorylase 2-like isoform A [Chlorella sorokiniana]
OG0001138	KAF8069670.1 histone H3 [Scenedesmus sp. PABB004]	PRW50996.1 TVP38 TMEM64 family membrane [Chlorella sorokiniana]
OG0001139	KAF8072722.1 mannose-1-phosphate guanylyltransferase [Scenedesmus sp. PABB004]	PRW60870.1 Mannose-1-phosphate guanylyltransferase 1 isoform A [Chlorella sorokiniana], PRW60871.1 Mannose-1-phosphate guanylyltransferase 1 isoform B [Chlorella sorokiniana]
OG0001140	KAF8058876.1 shkD [Scenedesmus sp. PABB004]	PRW59473.1 CCA tRNA nucleotidyltransferase 2 [Chlorella sorokiniana]
OG0001141	KAF8059457.1 IMPACT family member in pol 5'region [Scenedesmus sp. PABB004]	PRW32560.1 IMPACT family [Chlorella sorokiniana]
OG0001142	KAF8066353.1 ISS1 [Scenedesmus sp. PABB004]	PRW20947.1 aspartate aminotransferase [Chlorella sorokiniana]
OG0001143	KAF8073111.1 DEX1 [Scenedesmus sp. PABB004]	PRW60586.1 DEFECTIVE IN EXINE FORMATION 1 [Chlorella sorokiniana]
OG0001144	KAF8073057.1 PXM16 [Scenedesmus sp. PABB004]	PRW39093.1 Autophagy-related 3 [Chlorella sorokiniana]
OG0001145	KAF8073115.1 RFC3 [Scenedesmus sp. PABB004]	PRW45078.1 HBS1 isoform X1 isoform A [Chlorella sorokiniana], PRW45077.1 HBS1 isoform X1 isoform B [Chlorella sorokiniana]
OG0001146	KAF8060509.1 hypothetical protein HT031_004685 [Scenedesmus sp. PABB004]	PRW60497.1 testis-expressed sequence 2 -like [Chlorella sorokiniana]
OG0001147	KAF8055914.1 hypothetical protein HT031_006553 [Scenedesmus sp. PABB004]	PRW45005.1 signal peptide peptidase-like 3 [Chlorella sorokiniana]
OG0001148	KAF8058332.1 hypothetical protein HT031_005649 [Scenedesmus sp. PABB004]	PRW58218.1 ferredoxin-NADP+ reductase [Chlorella sorokiniana]
OG0001148	KAF8068423.1 DRC4 [Scenedesmus sp. PABB004]	PRW50852.1 ferredoxin-NADP+ reductase [Chlorella sorokiniana]
OG0001149	KAF8063672.1 Extracellular serine proteinase [Scenedesmus sp. PABB004], KAF8070919.1 Extracellular serine proteinase [Scenedesmus sp. PABB004], KAF8060579.1 Extracellular serine proteinase [Scenedesmus sp. PABB004]	PRW33667.1 serine protease [Chlorella sorokiniana], PRW33568.1 serine protease [Chlorella sorokiniana]
OG0001150	KAF8069619.1 CDC20-2 [Scenedesmus sp. PABB004]	PRW32949.1 cell division cycle 20 isoform A [Chlorella sorokiniana], PRW32950.1 cell division cycle 20 isoform B [Chlorella sorokiniana]
OG0001151	KAF8065639.1 hypothetical protein HT031_003240 [Scenedesmus sp. PABB004]	PRW20285.1 chlorophyllide a oxygenase [Chlorella sorokiniana], PRW33562.1 Chlorophyllide a oxygenase [Chlorella sorokiniana]
OG0001153	KAF8060498.1 histidine--tRNA ligase [Scenedesmus sp. PABB004]	PRW59901.1 histidyl-tRNA synthetase isoform B [Chlorella sorokiniana], PRW59902.1 histidyl-tRNA synthetase isoform C [Chlorella sorokiniana], PRW59903.1 histidyl-tRNA synthetase isoform A [Chlorella sorokiniana]
OG0001156	KAF8073160.1 D2HGDH [Scenedesmus sp. PABB004]	PRW33254.1 D-2-hydroxyglutarate mitochondrial [Chlorella sorokiniana]
OG0001158	KAF8068201.1 SIR1 [Scenedesmus sp. PABB004]	PRW32492.1 sulfite reductase isoform B [Chlorella sorokiniana], PRW32491.1 sulfite reductase isoform A [Chlorella sorokiniana]
OG0001159	KAF8062036.1 LAP1 [Scenedesmus sp. PABB004]	PRW44499.1 MCM complex subunit [Chlorella sorokiniana]
OG0001159	KAF8057771.1 LAP1 [Scenedesmus sp. PABB004]	PRW58630.1 aminopeptidase family [Chlorella sorokiniana]
OG0001161	KAF8071349.1 thylakoid lumenal protein [Scenedesmus sp. PABB004]	PRW20953.1 thylakoid lumenal kDa chloroplastic [Chlorella sorokiniana]
OG0001162	KAF8070876.1 mus-18 [Scenedesmus sp. PABB004]	PRW59730.1 UV-endonuclease [Chlorella sorokiniana], PRW39126.1 UV damage repair endonuclease [Chlorella sorokiniana]
OG0001165	KAF8068252.1 fdh [Scenedesmus sp. PABB004]	PRW60152.1 Sorbitol dehydrogenase [Chlorella sorokiniana], PRW58268.1 glutathione-dependent formaldehyde dehydrogenase [Chlorella sorokiniana]
OG0001166	KAF8059377.1 hypothetical protein HT031_005182 [Scenedesmus sp. PABB004]	PRW58245.1 NAD_P_-binding domain [Chlorella sorokiniana]
OG0001167	KAF8061400.1 pta [Scenedesmus sp. PABB004]	PRW56389.1 phosphate acetyltransferase isoform C [Chlorella sorokiniana], PRW56387.1 phosphate acetyltransferase isoform B [Chlorella sorokiniana], PRW56388.1 phosphate acetyltransferase isoform A [Chlorella sorokiniana]
OG0001168	KAF8062763.1 hypothetical protein HT031_004093 [Scenedesmus sp. PABB004]	PRW20443.1 N-terminal asparagine amidohydrolase [Chlorella sorokiniana]
OG0001169	KAF8062989.1 crop [Scenedesmus sp. PABB004]	PRW34045.1 Sn1-specific diacylglycerol lipase alpha [Chlorella sorokiniana]
OG0001171	KAF8058834.1 Eif2b4 [Scenedesmus sp. PABB004]	PRW20513.1 translation initiation factor eIF-2B subunit delta isoform A [Chlorella sorokiniana], PRW20512.1 translation initiation factor eIF-2B subunit delta isoform B [Chlorella sorokiniana]
OG0001173	KAF8063691.1 RH28 [Scenedesmus sp. PABB004]	PRW45450.1 DEAD-box ATP-dependent RNA helicase 28 [Chlorella sorokiniana], PRW45622.1 DEAD-box ATP-dependent RNA helicase 28 [Chlorella sorokiniana], PRW45425.1 DEAD-box ATP-dependent RNA helicase 28 [Chlorella sorokiniana]
OG0001174	KAF8066435.1 CAT2 [Scenedesmus sp. PABB004]	PRW57738.1 catalase isozyme 1 [Chlorella sorokiniana]
OG0001175	KAF8057645.1 FUM1 [Scenedesmus sp. PABB004]	PRW56183.1 Fumarate isoform B [Chlorella sorokiniana], PRW56184.1 Fumarate isoform A [Chlorella sorokiniana]
OG0001176	KAF8064541.1 hypothetical protein HT031_003341 [Scenedesmus sp. PABB004]	PRW33803.1 hypothetical protein C2E21_7295 [Chlorella sorokiniana], PRW33764.1 mitochondrial [Chlorella sorokiniana]
OG0001177	KAF8068202.1 Ugt3a1 [Scenedesmus sp. PABB004]	PRW45695.1 hypothetical protein C2E21_5862 [Chlorella sorokiniana]
OG0001180	KAF8071164.1 SOL1 [Scenedesmus sp. PABB004]	PRW21132.1 V-type proton ATPase subunit D-like isoform B [Chlorella sorokiniana], PRW21131.1 V-type proton ATPase subunit D-like isoform A [Chlorella sorokiniana]
OG0001182	KAF8065835.1 Nkapl [Scenedesmus sp. PABB004]	PRW59856.1 UPF0396 -like [Chlorella sorokiniana], PRW59532.1 programmed cell death 6-like [Chlorella sorokiniana]
OG0001183	KAF8066257.1 CCS1 [Scenedesmus sp. PABB004]	PRW56612.1 cytochrome c biogenesis [Chlorella sorokiniana]
