Orthogroup	Chlorella_Sorokiniana1602	Chlorella_KRBP
OG0000730	PRW59059.1 U4 U6 small nuclear ribonucleo Prp31-like [Chlorella sorokiniana], PRW58893.1 magnesium transporter MRS2-7 [Chlorella sorokiniana]	QAXK01001551.1_59690-63747
OG0000732	PRW50840.1 transcription elongation factor A 2-like [Chlorella sorokiniana]	QAXK01003652.1_16558-15646
OG0000734	PRW39247.1 type A von Willebrand factor domain-containing [Chlorella sorokiniana]	QAXK01007307.1_6962-7960
OG0000735	PRW58975.1 TATA-box-binding 2 [Chlorella sorokiniana]	QAXK01011105.1_8336-6488
OG0000747	PRW60333.1 Syntaxin-61 [Chlorella sorokiniana], PRW60512.1 ankyrin repeat [Chlorella sorokiniana]	QAXK01006607.1_16309-17535
OG0000753	PRW59385.1 Succinyl- ligase [ADP-forming] subunit mitochondrial isoform B [Chlorella sorokiniana], PRW59384.1 Succinyl- ligase [ADP-forming] subunit mitochondrial isoform A [Chlorella sorokiniana]	QAXK01001647.1_3154-482
OG0000764	PRW45549.1 hypothetical protein C2E21_6053 [Chlorella sorokiniana], PRW45621.1 gamma-tocopherol methyltransferase [Chlorella sorokiniana]	QAXK01005724.1_7661-4858
OG0000770	PRW32573.1 glucose-6-phosphate 1-epimerase [Chlorella sorokiniana], PRW60993.1 glucose-6-phosphate 1-epimerase [Chlorella sorokiniana]	QAXK01003607.1_11324-13747
OG0000774	PRW51009.1 Meiotically up-regulated 66 [Chlorella sorokiniana]	QAXK01004825.1_8965-10753
OG0000777	PRW20269.1 glyoxylase family [Chlorella sorokiniana]	QAXK01002948.1_4354-3157
OG0000778	PRW60186.1 pentatricopeptide repeat-containing [Chlorella sorokiniana]	QAXK01014006.1_1593-3302
OG0000782	PRW58173.1 phosphatidic acid phosphatase-related [Chlorella sorokiniana], PRW18362.1 vanadium-dependent haloperoxidase [Chlorella sorokiniana]	QAXK01009651.1_2303-1712
OG0000784	PRW33931.1 putative dolichol-phosphate mannosyltransferase [Chlorella sorokiniana], PRW33829.1 putative tetraacyldisaccharide 4 - mitochondrial isoform X1 [Chlorella sorokiniana]	QAXK01014689.1_5406-4708
OG0000786	PRW59711.1 hypothetical protein C2E21_1337 [Chlorella sorokiniana]	QAXK01006828.1_9411-7696
OG0000788	PRW20359.1 centrin [Chlorella sorokiniana]	QAXK01010339.1_3422-4517
OG0000793	PRW56567.1 ROOT HAIR DEFECTIVE 3 [Chlorella sorokiniana]	QAXK01000249.1_22218-16975
OG0000799	PRW44603.1 mitochondrial nuclease [Chlorella sorokiniana]	QAXK01005565.1_18254-19052
OG0000818	PRW33924.1 mitochondrial carrier isoform B [Chlorella sorokiniana], PRW33923.1 mitochondrial carrier isoform A [Chlorella sorokiniana]	QAXK01008587.1_153-1989
OG0000819	PRW56691.1 Tbc2 translation chloroplastic [Chlorella sorokiniana]	QAXK01003572.1_15443-13865
OG0000827	PRW44622.1 acetohydroxy acid isomeroreductase isoform A [Chlorella sorokiniana], PRW44623.1 acetohydroxy acid isomeroreductase isoform B [Chlorella sorokiniana]	QAXK01003364.1_14418-18303
OG0000828	PRW61279.1 required for cyt b6 assembly [Chlorella sorokiniana], PRW61400.1 Ribosomal L21 [Chlorella sorokiniana]	QAXK01000782.1_20679-19905
OG0000830	PRW45730.1 SRSF kinase 1 [Chlorella sorokiniana]	QAXK01013271.1_12309-15183
OG0000838	PRW61363.1 domain-containing 2 [Chlorella sorokiniana]	QAXK01003718.1_1305-2104
OG0000856	PRW61536.1 putative tRNA N6-adenosine threonylcarbamoyltransferase [Chlorella sorokiniana], PRW61227.1 coiled-coil domain-containing 124 [Chlorella sorokiniana]	QAXK01018212.1_1235-2568
OG0000857	PRW20397.1 boron transporter 1-like isoform X1 [Chlorella sorokiniana], PRW45525.1 dnaJ-like protein subfamily C member 17 [Chlorella sorokiniana]	QAXK01003829.1_4453-4800
OG0000858	PRW50896.1 mitochondrial inner membrane protease ATP23-like [Chlorella sorokiniana]	QAXK01000114.1_14115-13091
OG0000882	PRW61218.1 Flap endonuclease 1 [Chlorella sorokiniana]	QAXK01006249.1_4939-7634
OG0000890	PRW57398.1 5-oxoprolinase [Chlorella sorokiniana]	QAXK01001134.1_10091-19430
OG0000898	PRW57974.1 N-acetyltransferase 10 [Chlorella sorokiniana]	QAXK01003876.1_5991-120
OG0000899	PRW20730.1 Eukaryotic translation initiation factor 3 subunit C [Chlorella sorokiniana], PRW44244.1 F-box WD-40 repeat-containing protein [Chlorella sorokiniana]	QAXK01013989.1_346-4178
OG0000908	PRW21128.1 Iron-sulfur assembly -like mitochondrial [Chlorella sorokiniana]	QAXK01003972.1_3812-4471
OG0000925	PRW18409.1 hypothetical protein C2E21_9356 [Chlorella sorokiniana]	QAXK01005294.1_1798-325
OG0000926	PRW20522.1 microtubule associated isoform A [Chlorella sorokiniana], PRW20523.1 microtubule associated isoform B [Chlorella sorokiniana]	QAXK01006171.1_11343-179
OG0000932	PRW59060.1 Histidine biosynthesis bifunctional chloroplastic [Chlorella sorokiniana]	QAXK01003666.1_997-2479
OG0000934	PRW20282.1 glycosyltransferase family 2 [Chlorella sorokiniana]	QAXK01002301.1_12772-10269
OG0000936	PRW20884.1 Nitric oxide synthase-interacting [Chlorella sorokiniana], PRW33832.1 TRPM8 channel-associated factor 2 [Chlorella sorokiniana], PRW61617.1 TRPM8 channel-associated factor 2 [Chlorella sorokiniana]	QAXK01016824.1_8642-5783
OG0000942	PRW58469.1 kinesin light chain 3-like isoform X1 [Chlorella sorokiniana], PRW58247.1 S-acyltransferase 24 [Chlorella sorokiniana]	QAXK01000587.1_67122-65127
OG0000950	PRW56287.1 Beta-galactosidase isoform B [Chlorella sorokiniana], PRW56286.1 Beta-galactosidase isoform A [Chlorella sorokiniana]	QAXK01002497.1_4221-184
OG0000953	PRW18415.1 COP9 signalosome complex subunit 2 [Chlorella sorokiniana]	QAXK01003575.1_2283-197
OG0000971	PRW61538.1 MAP3K epsilon kinase 1-like isoform X2 [Chlorella sorokiniana], PRW58018.1 vacuolar sorting-associated 13B [Chlorella sorokiniana]	QAXK01002117.1_8261-6549
OG0000972	PRW56243.1 NADH dehydrogenase [ubiquinone] flavo mitochondrial [Chlorella sorokiniana], PRW39281.1 NADH dehydrogenase [ubiquinone] flavo mitochondrial [Chlorella sorokiniana]	QAXK01000705.1_20067-23668
OG0000974	PRW39068.1 DEAD-box ATP-dependent RNA helicase 37-like isoform A [Chlorella sorokiniana], PRW39067.1 DEAD-box ATP-dependent RNA helicase 37-like isoform B [Chlorella sorokiniana]	QAXK01004234.1_3012-6646
OG0000975	PRW32976.1 Long chain acyl- synthetase peroxisomal [Chlorella sorokiniana]	QAXK01000204.1_17480-21863
OG0000993	PRW58065.1 Argininosuccinate synthase isoform A [Chlorella sorokiniana], PRW58066.1 Argininosuccinate synthase isoform B [Chlorella sorokiniana]	QAXK01000283.1_5726-3204
OG0001052	PRW56079.1 NUDIX hydrolase domain-like [Chlorella sorokiniana]	QAXK01004375.1_5952-7899
OG0001054	PRW20695.1 mitochondrial substrate carrier [Chlorella sorokiniana]	QAXK01011306.1_4473-2613
OG0001058	PRW61344.1 PUB domain [Chlorella sorokiniana], PRW20553.1 hypothetical protein C2E21_8918 [Chlorella sorokiniana], PRW60996.1 hypothetical protein C2E21_0371 [Chlorella sorokiniana]	QAXK01006232.1_3779-3289
OG0001060	PRW61181.1 DEAD-box ATP-dependent RNA helicase 15-like isoform X1 [Chlorella sorokiniana]	QAXK01001037.1_5070-1976
OG0001061	PRW39385.1 40S ribosomal S3a-2 isoform A [Chlorella sorokiniana], PRW39386.1 40S ribosomal S3a-2 isoform B [Chlorella sorokiniana]	QAXK01005753.1_2076-3799
OG0001062	PRW61604.1 Serine threonine- phosphatase 4 regulatory subunit 3 [Chlorella sorokiniana]	QAXK01000341.1_1318-5933
OG0001063	PRW20718.1 hypothetical protein C2E21_8749 [Chlorella sorokiniana], PRW20680.1 water dikinase [Chlorella sorokiniana]	QAXK01005942.1_10013-5629
OG0001064	PRW61442.1 signal peptide peptidase-like [Chlorella sorokiniana]	QAXK01004812.1_12403-13506
OG0001072	PRW58959.1 ribosome biogenesis BMS1-like protein [Chlorella sorokiniana]	QAXK01000429.1_50912-41458
OG0001074	PRW57411.1 S-adenosylmethionine synthetase [Chlorella sorokiniana]	QAXK01000217.1_8076-10531
OG0001079	PRW59429.1 Pantothenate kinase 2 [Chlorella sorokiniana]	QAXK01000446.1_57156-52957
OG0001082	PRW60568.1 ATP synthase subunit delta mitochondrial-like [Chlorella sorokiniana]	QAXK01005854.1_4720-5401
OG0001088	PRW57226.1 60S ribosomal L18a-2 [Chlorella sorokiniana], PRW57005.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana]	QAXK01002175.1_7346-5749
OG0001094	PRW59155.1 Galactokinase [Chlorella sorokiniana]	QAXK01001089.1_6956-8023
OG0001095	PRW20878.1 eukaryotic translation initiation factor 5 [Chlorella sorokiniana]	QAXK01000217.1_13973-11099
OG0001096	PRW60566.1 meiotic nuclear division 1-like protein [Chlorella sorokiniana]	QAXK01005613.1_12658-11106
OG0001099	PRW51041.1 DNA-directed RNA polymerases IV and V subunit 3 [Chlorella sorokiniana]	QAXK01001823.1_3618-2631
OG0001101	PRW33071.1 eukaryotic translation initiation factor 3 subunit D-like [Chlorella sorokiniana]	QAXK01003836.1_8909-3187
OG0001103	PRW59585.1 transmembrane 9 superfamily member 7 [Chlorella sorokiniana]	QAXK01003163.1_8178-11099
OG0001105	PRW61209.1 OPI10-like protein [Chlorella sorokiniana]	QAXK01006902.1_4861-6562
OG0001120	PRW61130.1 DNA-directed RNA polymerases IV and V subunit 11 [Chlorella sorokiniana]	QAXK01002607.1_494-808
OG0001122	PRW20826.1 hypothetical protein C2E21_8537 [Chlorella sorokiniana], PRW57003.1 regulator of nonsense transcripts UPF2 [Chlorella sorokiniana]	QAXK01010311.1_2932-555
OG0001123	PRW60454.1 cell division cycle 5 isoform B [Chlorella sorokiniana], PRW60453.1 cell division cycle 5 isoform A [Chlorella sorokiniana]	QAXK01007750.1_2281-4745
OG0001133	PRW56031.1 elongation factor mitochondrial [Chlorella sorokiniana]	QAXK01006196.1_4390-1589
OG0001143	PRW60586.1 DEFECTIVE IN EXINE FORMATION 1 [Chlorella sorokiniana]	QAXK01003700.1_2979-9653
OG0001144	PRW39093.1 Autophagy-related 3 [Chlorella sorokiniana]	QAXK01003900.1_2413-4929
OG0001154	PRW58922.1 transferase mitochondrial [Chlorella sorokiniana], PRW58166.1 transferase mitochondrial [Chlorella sorokiniana]	QAXK01011150.1_3959-2216
OG0001156	PRW33254.1 D-2-hydroxyglutarate mitochondrial [Chlorella sorokiniana]	QAXK01018601.1_3296-410
OG0001158	PRW32492.1 sulfite reductase isoform B [Chlorella sorokiniana], PRW32491.1 sulfite reductase isoform A [Chlorella sorokiniana]	QAXK01006945.1_6596-10279
OG0001161	PRW20953.1 thylakoid lumenal kDa chloroplastic [Chlorella sorokiniana]	QAXK01004407.1_7887-8977
OG0001166	PRW58245.1 NAD_P_-binding domain [Chlorella sorokiniana]	QAXK01009825.1_846-2644
OG0001171	PRW20513.1 translation initiation factor eIF-2B subunit delta isoform A [Chlorella sorokiniana], PRW20512.1 translation initiation factor eIF-2B subunit delta isoform B [Chlorella sorokiniana]	QAXK01006983.1_10356-12388
OG0001176	PRW33803.1 hypothetical protein C2E21_7295 [Chlorella sorokiniana], PRW33764.1 mitochondrial [Chlorella sorokiniana]	QAXK01004323.1_8147-5874
OG0001180	PRW21132.1 V-type proton ATPase subunit D-like isoform B [Chlorella sorokiniana], PRW21131.1 V-type proton ATPase subunit D-like isoform A [Chlorella sorokiniana]	QAXK01019295.1_3574-2070
OG0001194	PRW57058.1 succinate dehydrogenase [ubiquinone] flavo mitochondrial [Chlorella sorokiniana]	QAXK01001649.1_8862-4505
OG0001201	PRW05899.1 acetolactate synthase isoform B [Chlorella sorokiniana], PRW05900.1 acetolactate synthase isoform A [Chlorella sorokiniana]	QAXK01000596.1_10252-6748
OG0001208	PRW56881.1 hypothetical protein C2E21_4544 isoform B [Chlorella sorokiniana], PRW56880.1 hypothetical protein C2E21_4544 isoform A [Chlorella sorokiniana]	QAXK01012769.1_10100-9091
OG0001214	PRW51062.1 125 kDa kinesin-related -like [Chlorella sorokiniana]	QAXK01012739.1_10679-8642
OG0001216	PRW61479.1 CRAL TRIO domain-containing [Chlorella sorokiniana], PRW61520.1 motile sperm domain-containing 2 isoform X1 [Chlorella sorokiniana]	QAXK01001490.1_17280-15927
OG0001219	PRW20610.1 Kinesin KIF2A [Chlorella sorokiniana]	QAXK01008035.1_3747-6912
OG0001221	PRW55959.1 Qa- SYP3 Sed5p Syntaxin 5-type [Chlorella sorokiniana]	QAXK01001061.1_17190-18239
OG0001223	PRW57575.1 pre-mRNA-splicing factor CWC22-like protein isoform B [Chlorella sorokiniana], PRW57574.1 pre-mRNA-splicing factor CWC22-like protein isoform A [Chlorella sorokiniana]	QAXK01005846.1_3896-588
OG0001225	PRW57926.1 60S ribosomal L35a-3 [Chlorella sorokiniana]	QAXK01000732.1_2978-2655
OG0001229	PRW57951.1 WD repeat-containing LWD1 [Chlorella sorokiniana]	QAXK01016063.1_5569-3270
OG0001231	PRW44240.1 Ras-related Rab7 [Chlorella sorokiniana]	QAXK01000362.1_21408-20438
OG0001236	PRW20622.1 Dihydrolipoyl dehydrogenase mitochondrial [Chlorella sorokiniana]	QAXK01000513.1_15183-11736
OG0001242	PRW58236.1 subtilisin-like protease isoform B [Chlorella sorokiniana], PRW58235.1 subtilisin-like protease isoform A [Chlorella sorokiniana]	QAXK01004645.1_1487-5075
OG0001246	PRW44282.1 hypothetical protein C2E21_6666 [Chlorella sorokiniana], PRW45405.1 glutamyl-tRNA synthetase isoform A [Chlorella sorokiniana], PRW45404.1 glutamyl-tRNA synthetase isoform B [Chlorella sorokiniana]	QAXK01010639.1_8900-15142
OG0001248	PRW34081.1 E3 ubiquitin- ligase UPL3-like [Chlorella sorokiniana]	QAXK01010718.1_75-1989
OG0001264	PRW57353.1 Tropinone reductase [Chlorella sorokiniana]	QAXK01001653.1_329-2259
OG0001279	PRW57777.1 N-methyltryptophan oxidase [Chlorella sorokiniana], PRW57842.1 Cyclic nucleotide-gated ion channel 1 [Chlorella sorokiniana]	QAXK01000624.1_32528-30577
OG0001307	PRW57649.1 magnesium chelatase subunit H [Chlorella sorokiniana]	QAXK01005917.1_319-7230
OG0001308	PRW57492.1 prolyl-tRNA synthetase [Chlorella sorokiniana]	QAXK01006084.1_8922-13556
OG0001309	PRW57504.1 putative splicing factor 3A subunit 1 isoform B [Chlorella sorokiniana], PRW57503.1 putative splicing factor 3A subunit 1 isoform A [Chlorella sorokiniana]	QAXK01004533.1_5070-10667
OG0001310	PRW57699.1 serine-threonine kinase receptor-associated -like [Chlorella sorokiniana]	QAXK01002895.1_5020-6663
OG0001311	PRW57320.1 AP-4 complex subunit epsilon [Chlorella sorokiniana]	QAXK01001613.1_2521-6885
OG0001312	PRW20693.1 DNA-directed RNA polymerases I and III subunit RPAC1 [Chlorella sorokiniana], PRW20687.1 DNA-directed RNA polymerases I and III subunit RPAC1 [Chlorella sorokiniana]	QAXK01003510.1_1900-3653
OG0001313	PRW57198.1 phosphoacetylglucosamine mutase [Chlorella sorokiniana]	QAXK01001184.1_9548-5781
OG0001314	PRW57474.1 tetratricopeptide repeat 4-like protein [Chlorella sorokiniana]	QAXK01001944.1_3765-1753
OG0001316	PRW61078.1 Chaperone dnaJ 13 [Chlorella sorokiniana]	QAXK01006921.1_16832-14836
OG0001317	PRW39311.1 ERBB-3 BINDING PROTEIN 1 [Chlorella sorokiniana]	QAXK01010058.1_4279-1636
OG0001318	PRW44958.1 tyrosine--tRNA ligase cytoplasmic [Chlorella sorokiniana]	QAXK01001801.1_7866-9916
OG0001320	PRW60925.1 putative DNA primase large subunit [Chlorella sorokiniana]	QAXK01000167.1_14384-11911
OG0001328	PRW33003.1 tryptophan synthase beta chain 1 isoform A [Chlorella sorokiniana], PRW33004.1 tryptophan synthase beta chain 1 isoform B [Chlorella sorokiniana]	QAXK01006882.1_17133-19836
OG0001331	PRW51034.1 glycosyltransferase family 32 [Chlorella sorokiniana]	QAXK01009171.1_15170-12352
OG0001332	PRW58820.1 eukaryotic translation initiation factor 3 subunit L-like [Chlorella sorokiniana]	QAXK01004338.1_10706-15436
OG0001334	PRW59445.1 DEAD-box ATP-dependent RNA helicase 13 isoform B [Chlorella sorokiniana], PRW59446.1 DEAD-box ATP-dependent RNA helicase 13 isoform A [Chlorella sorokiniana]	QAXK01003133.1_258-4577
OG0001338	PRW51120.1 carbon catabolite repressor 4-like protein 1 [Chlorella sorokiniana]	QAXK01002293.1_4021-8056
OG0001340	PRW21029.1 Diaminopimelate chloroplastic [Chlorella sorokiniana]	QAXK01004523.1_6228-4685
OG0001342	PRW57867.1 NPL4 1 [Chlorella sorokiniana]	QAXK01003268.1_11937-16935
OG0001343	PRW59035.1 Gamma-tubulin complex component 2 [Chlorella sorokiniana]	QAXK01000799.1_6873-2057
OG0001353	PRW45650.1 D-amino-acid chloroplastic-like isoform B [Chlorella sorokiniana], PRW45649.1 D-amino-acid chloroplastic-like isoform A [Chlorella sorokiniana]	QAXK01011632.1_4873-7912
OG0001356	PRW60577.1 Fanconi anemia group M isoform X3 [Chlorella sorokiniana]	QAXK01003307.1_27135-26267
OG0001360	PRW59017.1 dehydroquinate dehydratase [Chlorella sorokiniana]	QAXK01001741.1_6153-8648
OG0001363	PRW57586.1 proline--tRNA cytoplasmic isoform B [Chlorella sorokiniana], PRW57585.1 proline--tRNA cytoplasmic isoform A [Chlorella sorokiniana]	QAXK01003747.1_13973-10331
OG0001365	PRW57227.1 ARM REPEAT PROTEIN INTERACTING WITH ABF2-like [Chlorella sorokiniana]	QAXK01000515.1_20837-25236
OG0001366	PRW56314.1 IMPACT [Chlorella sorokiniana]	QAXK01004846.1_20461-19235
OG0001370	PRW61016.1 3-dehydroquinate chloroplastic [Chlorella sorokiniana]	QAXK01000381.1_4423-6771
OG0001374	PRW60970.1 ADP-ribosylation factor 8A [Chlorella sorokiniana]	QAXK01013224.1_5335-6988
OG0001375	PRW57254.1 rae1 [Chlorella sorokiniana]	QAXK01005120.1_8361-10056
OG0001376	PRW60394.1 ubiquitin-conjugating enzyme E2 32 [Chlorella sorokiniana]	QAXK01019935.1_413-1820
OG0001381	PRW61120.1 argininosuccinate lyase [Chlorella sorokiniana]	QAXK01000172.1_6135-2748
OG0001382	PRW61563.1 structural maintenance of chromosomes 2-1 isoform A [Chlorella sorokiniana], PRW61562.1 structural maintenance of chromosomes 2-1 isoform B [Chlorella sorokiniana]	QAXK01001066.1_8917-1138
OG0001383	PRW61571.1 DNA gyrase subunit A [Chlorella sorokiniana]	QAXK01003326.1_3639-1243
OG0001385	PRW61315.1 DNA topoisomerase 6 subunit B [Chlorella sorokiniana]	QAXK01005279.1_10173-5871
OG0001388	PRW33124.1 DEAD-box ATP-dependent RNA helicase 29 isoform X1 isoform C [Chlorella sorokiniana], PRW33125.1 DEAD-box ATP-dependent RNA helicase 29 isoform X1 isoform B [Chlorella sorokiniana], PRW33126.1 DEAD-box ATP-dependent RNA helicase 29 isoform X1 isoform A [Chlorella sorokiniana]	QAXK01001208.1_10635-13964
OG0001393	PRW45556.1 cyclin-dependent kinase C-2-like [Chlorella sorokiniana]	QAXK01005917.1_17047-13738
OG0001397	PRW59690.1 suppressor of mec-8 and unc-52-like protein 1 [Chlorella sorokiniana]	QAXK01000502.1_39339-43298
OG0001398	PRW57297.1 cysteine desulfurase [Chlorella sorokiniana], PRW60081.1 cysteine desulfurase [Chlorella sorokiniana]	QAXK01003277.1_3770-8
OG0001400	PRW58920.1 Coiled-coil domain-containing 25 isoform B [Chlorella sorokiniana], PRW58921.1 Coiled-coil domain-containing 25 isoform A [Chlorella sorokiniana]	QAXK01001993.1_28544-29840
OG0001401	PRW56238.1 hypothetical protein C2E21_5212 [Chlorella sorokiniana], PRW44962.1 permease urea carboxylase system [Chlorella sorokiniana], PRW51110.1 PITH domain-containing protein [Chlorella sorokiniana]	QAXK01010276.1_2943-1867
OG0001406	PRW56251.1 20S proteasome beta subunit type beta 5 isoform B [Chlorella sorokiniana], PRW56250.1 20S proteasome beta subunit type beta 5 isoform A [Chlorella sorokiniana]	QAXK01000595.1_2983-1676
OG0001408	PRW21042.1 exportin 1 [Chlorella sorokiniana]	QAXK01000367.1_8675-18356
OG0001409	PRW59968.1 S-adenosyl-L-methionine-dependent [Chlorella sorokiniana]	QAXK01004930.1_4250-5628
OG0001417	PRW45089.1 Threonine chloroplastic [Chlorella sorokiniana]	QAXK01005381.1_315-2273
OG0001420	PRW60504.1 14 kDa zinc-binding [Chlorella sorokiniana]	QAXK01000297.1_21777-22493
OG0001424	PRW45081.1 homoserine kinase [Chlorella sorokiniana]	QAXK01001628.1_9434-11057
OG0001425	PRW45147.1 anthranilate synthase beta subunit [Chlorella sorokiniana]	QAXK01003581.1_2363-4183
OG0001426	PRW60964.1 pre-mRNA-processing-splicing factor 8 isoform A [Chlorella sorokiniana], PRW60965.1 pre-mRNA-processing-splicing factor 8 isoform B [Chlorella sorokiniana]	QAXK01005880.1_1-9276
OG0001428	PRW59964.1 putative transmembrane GTPase FZO- chloroplastic isoform B [Chlorella sorokiniana], PRW59965.1 putative transmembrane GTPase FZO- chloroplastic isoform A [Chlorella sorokiniana]	QAXK01000837.1_14096-17956
OG0001431	PRW44970.1 RAB6A-GEF complex partner 1-like isoform A [Chlorella sorokiniana], PRW44969.1 RAB6A-GEF complex partner 1-like isoform B [Chlorella sorokiniana]	QAXK01013424.1_6153-1945
OG0001432	PRW20283.1 adrenodoxin mitochondrial isoform X3 isoform B [Chlorella sorokiniana], PRW20284.1 adrenodoxin mitochondrial isoform X3 isoform A [Chlorella sorokiniana]	QAXK01000224.1_16848-15439
OG0001445	PRW33236.1 nucleolar GTP-binding isoform A [Chlorella sorokiniana], PRW33235.1 nucleolar GTP-binding isoform B [Chlorella sorokiniana]	QAXK01000732.1_11950-7418
OG0001455	PRW34039.1 carotene epsilon- chloroplastic isoform A [Chlorella sorokiniana], PRW34040.1 carotene epsilon- chloroplastic isoform B [Chlorella sorokiniana]	QAXK01001576.1_5934-8651
OG0001456	PRW33661.1 pre-mRNA-processing 40A isoform B [Chlorella sorokiniana], PRW33660.1 pre-mRNA-processing 40A isoform A [Chlorella sorokiniana]	QAXK01006785.1_1906-1226
OG0001460	PRW33874.1 50S ribosomal chloroplastic [Chlorella sorokiniana]	QAXK01015424.1_3358-1233
OG0001462	PRW34057.1 transport SEC31-like protein B isoform A [Chlorella sorokiniana], PRW34058.1 transport SEC31-like protein B isoform B [Chlorella sorokiniana]	QAXK01002112.1_6014-14709
OG0001465	PRW51184.1 Dihydroorotate dehydrogenase _quinone_ mitochondrial [Chlorella sorokiniana]	QAXK01006322.1_7890-11183
OG0001469	PRW05841.1 peroxisome biogenesis factor 10-like isoform X1 [Chlorella sorokiniana]	QAXK01007783.1_10721-12010
OG0001473	PRW61319.1 DNA-binding HORMA domain-containing [Chlorella sorokiniana]	QAXK01003650.1_4575-2929
OG0001476	PRW32512.1 Conserved oligomeric Golgi complex subunit 6 isoform B [Chlorella sorokiniana], PRW32513.1 Conserved oligomeric Golgi complex subunit 6 isoform A [Chlorella sorokiniana]	QAXK01001134.1_7136-9582
OG0001477	PRW21120.1 A G-specific adenine DNA glycosylase [Chlorella sorokiniana]	QAXK01003160.1_17527-15091
OG0001480	PRW32540.1 putative mitochondrial intermediate mitochondrial [Chlorella sorokiniana]	QAXK01000632.1_24086-22557
OG0001482	PRW57040.1 non-discriminatory gln-glu-trna synthetase [Chlorella sorokiniana]	QAXK01000159.1_14204-11398
OG0001488	PRW61008.1 ubiquitin carboxyl-terminal hydrolase 5 isoform X2 [Chlorella sorokiniana]	QAXK01004286.1_7784-2904
OG0001492	PRW57076.1 NAD_P_-binding Rossmann-fold superfamily [Chlorella sorokiniana]	QAXK01003809.1_2040-4733
OG0001493	PRW20647.1 Ribonucleoside-diphosphate reductase large subunit [Chlorella sorokiniana]	QAXK01001201.1_5367-10319
OG0001506	PRW20835.1 50S ribosomal chloroplastic [Chlorella sorokiniana]	QAXK01000137.1_3425-4331
OG0001508	PRW57304.1 Nucleolar 14 [Chlorella sorokiniana], PRW05747.1 Nucleolar 14 [Chlorella sorokiniana]	QAXK01001982.1_904-3015
OG0001514	PRW39146.1 Cytochrome c1- heme mitochondrial [Chlorella sorokiniana]	QAXK01003231.1_16625-14068
OG0001526	PRW57769.1 aspartate--tRNA ligase [Chlorella sorokiniana]	QAXK01019948.1_5388-2969
OG0001527	PRW61404.1 pre-mRNA-splicing factor 38B isoform X1 [Chlorella sorokiniana]	QAXK01013863.1_4654-1867
OG0001528	PRW56518.1 Nucleolar 10 isoform A [Chlorella sorokiniana], PRW56517.1 Nucleolar 10 isoform B [Chlorella sorokiniana]	QAXK01000325.1_37384-41123
OG0001529	PRW61056.1 60S ribosome subunit biogenesis NIP7-like protein [Chlorella sorokiniana]	QAXK01004092.1_4427-5291
OG0001532	PRW58465.1 hypothetical protein C2E21_2983 [Chlorella sorokiniana]	QAXK01000782.1_11007-12134
OG0001533	PRW61113.1 splicing factor 3A subunit 3 [Chlorella sorokiniana]	QAXK01000265.1_17007-12444
OG0001534	PRW45384.1 ATP-dependent RNA helicase dhx8 isoform B [Chlorella sorokiniana], PRW45383.1 ATP-dependent RNA helicase dhx8 isoform A [Chlorella sorokiniana]	QAXK01000695.1_5671-2183
OG0001538	PRW44245.1 COP9 signalosome complex subunit 1 [Chlorella sorokiniana]	QAXK01009353.1_4260-348
OG0001542	PRW50939.1 ALA-interacting subunit 3 isoform A [Chlorella sorokiniana], PRW50940.1 ALA-interacting subunit 3 isoform B [Chlorella sorokiniana]	QAXK01011884.1_2510-4036
OG0001545	PRW56786.1 arginine N-methyltransferase [Chlorella sorokiniana]	QAXK01000350.1_22889-27018
OG0001546	PRW59981.1 putative tRNA N6-adenosine mitochondrial isoform X1 [Chlorella sorokiniana]	QAXK01011857.1_1226-3209
OG0001548	PRW60856.1 DUF3531 domain-containing [Chlorella sorokiniana]	QAXK01001795.1_1688-3314
OG0001549	PRW20765.1 H ACA ribonucleo complex subunit 4 [Chlorella sorokiniana]	QAXK01005406.1_4717-2509
OG0001550	PRW60662.1 ABC transporter E family member 2 [Chlorella sorokiniana]	QAXK01004537.1_7009-1449
OG0001551	PRW50886.1 regulation of nuclear pre-mRNA domain-containing 1A-like [Chlorella sorokiniana]	QAXK01006072.1_19473-19787
OG0001554	PRW59596.1 phosphoglucomutase [Chlorella sorokiniana]	QAXK01001638.1_7681-11612
OG0001561	PRW57645.1 U4 U6 small nuclear ribonucleo Prp3 [Chlorella sorokiniana]	QAXK01003228.1_3995-6597
OG0001562	PRW59588.1 WD40 repeat [Chlorella sorokiniana]	QAXK01000869.1_5647-9196
OG0001571	PRW57995.1 Kinesin-II 95 kDa subunit [Chlorella sorokiniana]	QAXK01005898.1_15715-20620
OG0001573	PRW20885.1 Monothiol glutaredoxin- chloroplastic [Chlorella sorokiniana], PRW60745.1 prolyl 4-hydroxylase alpha subunit [Chlorella sorokiniana]	QAXK01001714.1_23807-22483
OG0001575	PRW59032.1 Methionine aminopeptidase chloroplastic mitochondrial [Chlorella sorokiniana]	QAXK01006456.1_5116-6698
OG0001576	PRW60885.1 peroxisomal fatty acid beta-oxidation multifunctional MFP2 [Chlorella sorokiniana]	QAXK01003511.1_8584-2188
OG0001579	PRW60371.1 tubulin gamma-2 chain [Chlorella sorokiniana]	QAXK01000149.1_3007-205
